delta,t2,w2,s2,b2,p2
0.01,0.00376646706586826,0.00588622754491018,0.0080059880239521,0.00467065868263473,0.00389221556886228
0.02,0.000958083832335329,0.00179640718562874,0.00344311377245509,0.00126946107784431,0.00103592814371257
0.03,0.000227544910179641,0.000473053892215569,0.00159880239520958,0.000287425149700599,0.000233532934131737
0.04,1.79640718562874e-05,0.000155688622754491,0.000712574850299401,4.79041916167665e-05,1.79640718562874e-05
0.05,1.19760479041916e-05,3.59281437125749e-05,0.000353293413173653,1.19760479041916e-05,1.19760479041916e-05
0.06,0,5.98802395209581e-06,0.000179640718562874,0,0
0.07,5.98802395209581e-06,1.19760479041916e-05,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.08,0,5.98802395209581e-06,2.9940119760479e-05,5.98802395209581e-06,0
0.09,0,0,3.59281437125749e-05,0,0
0.1,0,0,5.98802395209581e-06,0,0
