delta,t2,w2,s2,b2,p2
0.01,0.00203592814371258,0.00611377245508982,0.0126347305389222,0.00235928143712575,0.00211377245508982
0.02,0.00025748502994012,0.00131137724550898,0.00480838323353293,0.00029940119760479,0.000275449101796407
0.03,1.79640718562874e-05,0.000359281437125749,0.00173652694610778,1.79640718562874e-05,1.79640718562874e-05
0.04,0,8.98203592814371e-05,0.000586826347305389,0,0
0.05,0,2.39520958083832e-05,0.000173652694610778,0,0
0.06,0,1.19760479041916e-05,6.58682634730539e-05,0,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,0,1.19760479041916e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
