delta,t2,w2,s2,b2,p2
0.01,0.00713173652694611,0.00762874251497006,0.00903592814371257,0.0088622754491018,0.00670059880239521
0.02,0.00339520958083832,0.00368862275449102,0.00505988023952096,0.00440718562874252,0.00317964071856287
0.03,0.00152694610778443,0.00164071856287425,0.00281437125748503,0.00191017964071856,0.00141916167664671
0.04,0.000622754491017964,0.000802395209580838,0.00146107784431138,0.000862275449101796,0.000598802395209581
0.05,0.000281437125748503,0.000347305389221557,0.000970059880239521,0.000395209580838323,0.000251497005988024
0.06,0.000107784431137725,0.000131736526946108,0.000425149700598802,0.000149700598802395,0.000101796407185629
0.07,1.79640718562874e-05,6.58682634730539e-05,0.000317365269461078,2.9940119760479e-05,1.19760479041916e-05
0.08,2.39520958083832e-05,5.38922155688623e-05,0.000143712574850299,2.9940119760479e-05,2.39520958083832e-05
0.09,0,0,2.39520958083832e-05,0,0
0.1,0,0,1.19760479041916e-05,0,0
