delta,t2,w2,s2,b2,p2
0.01,0.00279640718562874,0.00484431137724551,0.00637724550898204,0.00358083832335329,0.00294610778443114
0.02,0.000706586826347305,0.00165868263473054,0.00252095808383234,0.000958083832335329,0.000802395209580838
0.03,0.00025748502994012,0.00074251497005988,0.00130538922155689,0.000311377245508982,0.000281437125748503
0.04,8.98203592814371e-05,0.000323353293413174,0.000646706586826347,0.000119760479041916,0.000101796407185629
0.05,4.19161676646707e-05,0.000197604790419162,0.000497005988023952,5.38922155688623e-05,4.19161676646707e-05
0.06,5.98802395209581e-06,4.19161676646707e-05,0.000203592814371258,1.19760479041916e-05,5.98802395209581e-06
0.07,0,5.38922155688623e-05,0.000101796407185629,5.98802395209581e-06,0
0.08,0,1.79640718562874e-05,9.58083832335329e-05,0,0
0.09,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-05,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,5.38922155688623e-05,0,0
