alpha,t2,w2,s2,b2,p2
0.001,1.79640718562874e-05,5.98802395209581e-06,2.9940119760479e-05,0.000107784431137725,2.39520958083832e-05
0.002,6.58682634730539e-05,4.19161676646707e-05,5.38922155688623e-05,0.000179640718562874,5.98802395209581e-05
0.003,8.98203592814371e-05,6.58682634730539e-05,8.38323353293413e-05,0.000275449101796407,8.38323353293413e-05
0.004,0.000131736526946108,8.38323353293413e-05,8.98203592814371e-05,0.000353293413173653,0.000101796407185629
0.005,0.000149700598802395,0.000125748502994012,0.000191616766467066,0.000431137724550898,0.000137724550898204
0.006,0.000197604790419162,0.000161676646706587,0.000191616766467066,0.000485029940119761,0.000191616766467066
0.007,0.000233532934131737,0.00018562874251497,0.000203592814371258,0.00055688622754491,0.000239520958083832
0.008,0.000287425149700599,0.000233532934131737,0.000353293413173653,0.000622754491017964,0.000269461077844311
0.009,0.000329341317365269,0.000269461077844311,0.000353293413173653,0.000670658682634731,0.000311377245508982
0.01,0.000377245508982036,0.000275449101796407,0.000353293413173653,0.00074251497005988,0.000347305389221557
0.02,0.000802395209580838,0.000790419161676647,0.000784431137724551,0.00132335329341317,0.000730538922155689
0.03,0.00122155688622754,0.00117365269461078,0.00108982035928144,0.0018562874251497,0.0011497005988024
0.04,0.0017185628742515,0.00169461077844311,0.0015688622754491,0.00249101796407186,0.0015748502994012
0.05,0.0021437125748503,0.00221556886227545,0.00226347305389222,0.00312574850299401,0.00196407185628743
0.06,0.00274850299401198,0.00275449101796407,0.00260479041916168,0.00374850299401198,0.00249700598802395
0.07,0.00332335329341317,0.00338922155688623,0.0031377245508982,0.00445508982035928,0.00301796407185629
0.08,0.00386826347305389,0.0040059880239521,0.0041377245508982,0.00518562874251497,0.00350898203592814
0.09,0.0045748502994012,0.00469461077844311,0.0041377245508982,0.00585029940119761,0.00407185628742515
0.1,0.00520958083832335,0.0052934131736527,0.00534131736526946,0.00664670658682635,0.00469461077844311
