alpha,t2,w2,s2,b2,p2
0.001,0,5.98802395209581e-06,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-06
0.002,1.19760479041916e-05,1.19760479041916e-05,1.19760479041916e-05,1.79640718562874e-05,1.19760479041916e-05
0.003,1.19760479041916e-05,1.19760479041916e-05,2.39520958083832e-05,2.9940119760479e-05,1.79640718562874e-05
0.004,1.19760479041916e-05,1.19760479041916e-05,2.39520958083832e-05,3.59281437125749e-05,2.39520958083832e-05
0.005,1.19760479041916e-05,1.19760479041916e-05,3.59281437125749e-05,3.59281437125749e-05,2.39520958083832e-05
0.006,2.39520958083832e-05,2.39520958083832e-05,3.59281437125749e-05,4.79041916167665e-05,2.9940119760479e-05
0.007,2.9940119760479e-05,4.19161676646707e-05,5.38922155688623e-05,5.98802395209581e-05,3.59281437125749e-05
0.008,2.9940119760479e-05,4.19161676646707e-05,6.58682634730539e-05,6.58682634730539e-05,3.59281437125749e-05
0.009,3.59281437125749e-05,4.19161676646707e-05,6.58682634730539e-05,7.18562874251497e-05,3.59281437125749e-05
0.01,3.59281437125749e-05,4.79041916167665e-05,6.58682634730539e-05,7.18562874251497e-05,4.19161676646707e-05
0.02,8.38323353293413e-05,0.000107784431137725,0.000155688622754491,0.000143712574850299,8.38323353293413e-05
0.03,0.00011377245508982,0.000191616766467066,0.000317365269461078,0.000221556886227545,0.000137724550898204
0.04,0.000179640718562874,0.000281437125748503,0.000479041916167665,0.000317365269461078,0.000197604790419162
0.05,0.00025748502994012,0.000359281437125749,0.000604790419161677,0.00044311377245509,0.000269461077844311
0.06,0.000359281437125749,0.000461077844311377,0.000808383233532934,0.000532934131736527,0.000377245508982036
0.07,0.000473053892215569,0.000574850299401198,0.00111377245508982,0.000604790419161677,0.000491017964071856
0.08,0.000562874251497006,0.00070059880239521,0.0012814371257485,0.000724550898203593,0.000568862275449102
0.09,0.000616766467065868,0.000802395209580838,0.0012814371257485,0.000826347305389222,0.000610778443113772
0.1,0.000724550898203593,0.000934131736526946,0.00175449101796407,0.001,0.00074251497005988
