alpha,t2,w2,s2,b2,p2
0.001,1.19760479041916e-05,1.79640718562874e-05,2.39520958083832e-05,2.9940119760479e-05,1.19760479041916e-05
0.002,2.39520958083832e-05,2.9940119760479e-05,4.79041916167665e-05,2.9940119760479e-05,1.79640718562874e-05
0.003,2.39520958083832e-05,4.19161676646707e-05,5.98802395209581e-05,5.98802395209581e-05,2.39520958083832e-05
0.004,2.9940119760479e-05,5.38922155688623e-05,5.98802395209581e-05,6.58682634730539e-05,2.9940119760479e-05
0.005,2.9940119760479e-05,5.38922155688623e-05,7.18562874251497e-05,7.18562874251497e-05,4.19161676646707e-05
0.006,2.9940119760479e-05,5.38922155688623e-05,7.18562874251497e-05,7.78443113772455e-05,4.79041916167665e-05
0.007,5.98802395209581e-05,6.58682634730539e-05,9.58083832335329e-05,8.38323353293413e-05,6.58682634730539e-05
0.008,6.58682634730539e-05,7.18562874251497e-05,0.000107784431137725,0.000107784431137725,6.58682634730539e-05
0.009,6.58682634730539e-05,7.78443113772455e-05,0.000107784431137725,0.00011377245508982,6.58682634730539e-05
0.01,6.58682634730539e-05,9.58083832335329e-05,0.000107784431137725,0.000125748502994012,7.78443113772455e-05
0.02,0.000131736526946108,0.00018562874251497,0.000347305389221557,0.000281437125748503,0.000161676646706587
0.03,0.000251497005988024,0.000341317365269461,0.00055688622754491,0.00044311377245509,0.000275449101796407
0.04,0.000365269461077844,0.000508982035928144,0.000784431137724551,0.000610778443113772,0.000413173652694611
0.05,0.000532934131736527,0.000688622754491018,0.00116167664670659,0.000778443113772455,0.000568862275449102
0.06,0.000670658682634731,0.000922155688622754,0.00133532934131737,0.000970059880239521,0.00070059880239521
0.07,0.00081437125748503,0.00109580838323353,0.00170658682634731,0.00118562874251497,0.000832335329341317
0.08,0.001,0.00131736526946108,0.00187425149700599,0.0014311377245509,0.0010059880239521
0.09,0.00122155688622754,0.0015748502994012,0.00187425149700599,0.00173053892215569,0.00122155688622754
0.1,0.00143712574850299,0.00187425149700599,0.00250898203592814,0.0019940119760479,0.00144311377245509
