alpha,t2,w2,s2,b2,p2
0.001,2.39520958083832e-05,5.98802395209581e-06,7.78443113772455e-05,5.98802395209581e-05,2.39520958083832e-05
0.002,5.98802395209581e-05,1.79640718562874e-05,0.000155688622754491,0.000131736526946108,5.38922155688623e-05
0.003,0.00011377245508982,7.78443113772455e-05,0.000263473053892216,0.00018562874251497,0.00011377245508982
0.004,0.000143712574850299,0.000119760479041916,0.000311377245508982,0.000221556886227545,0.000149700598802395
0.005,0.00018562874251497,0.000161676646706587,0.000335329341317365,0.000287425149700599,0.00018562874251497
0.006,0.000203592814371258,0.000191616766467066,0.000407185628742515,0.000341317365269461,0.000215568862275449
0.007,0.000251497005988024,0.000233532934131737,0.000485029940119761,0.000401197604790419,0.00025748502994012
0.008,0.000293413173652695,0.000293413173652695,0.000568862275449102,0.000455089820359281,0.000311377245508982
0.009,0.000341317365269461,0.000335329341317365,0.000610778443113772,0.000497005988023952,0.000341317365269461
0.01,0.000389221556886228,0.000383233532934132,0.000754491017964072,0.000574850299401198,0.000395209580838323
0.02,0.000922155688622754,0.000844311377245509,0.00150299401197605,0.00122754491017964,0.000922155688622754
0.03,0.00148502994011976,0.00145508982035928,0.00230538922155689,0.00182634730538922,0.00148502994011976
0.04,0.00210179640718563,0.00215568862275449,0.00294610778443114,0.00267664670658683,0.00213173652694611
0.05,0.00287425149700599,0.0028562874251497,0.00383233532934132,0.00352095808383234,0.0028622754491018
0.06,0.0037185628742515,0.0035688622754491,0.0048562874251497,0.0044311377245509,0.00370059880239521
0.07,0.00456287425149701,0.00448502994011976,0.00573053892215569,0.0052814371257485,0.0045748502994012
0.08,0.00538922155688623,0.00538922155688623,0.00656287425149701,0.00622754491017964,0.00538922155688623
0.09,0.0062934131736527,0.00638922155688623,0.00808982035928144,0.00726347305389222,0.00627544910179641
0.1,0.0072874251497006,0.00735928143712575,0.00916167664670659,0.0082874251497006,0.0072934131736527
