alpha,t2,w2,s2,b2,p2
0.001,5.98802395209581e-06,1.79640718562874e-05,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.002,5.98802395209581e-06,1.79640718562874e-05,6.58682634730539e-05,5.98802395209581e-06,5.98802395209581e-06
0.003,5.98802395209581e-06,2.9940119760479e-05,8.38323353293413e-05,2.39520958083832e-05,5.98802395209581e-06
0.004,5.98802395209581e-06,2.9940119760479e-05,0.000107784431137725,2.9940119760479e-05,5.98802395209581e-06
0.005,2.39520958083832e-05,2.9940119760479e-05,0.000125748502994012,4.19161676646707e-05,1.79640718562874e-05
0.006,2.9940119760479e-05,2.9940119760479e-05,0.000155688622754491,4.79041916167665e-05,2.9940119760479e-05
0.007,4.19161676646707e-05,5.98802395209581e-05,0.000179640718562874,5.98802395209581e-05,4.19161676646707e-05
0.008,4.19161676646707e-05,7.18562874251497e-05,0.000221556886227545,7.18562874251497e-05,4.19161676646707e-05
0.009,4.79041916167665e-05,7.18562874251497e-05,0.000221556886227545,7.78443113772455e-05,4.79041916167665e-05
0.01,5.98802395209581e-05,8.98203592814371e-05,0.000233532934131737,0.000101796407185629,4.79041916167665e-05
0.02,0.000161676646706587,0.000167664670658683,0.000538922155688623,0.000221556886227545,0.000167664670658683
0.03,0.000281437125748503,0.000347305389221557,0.000970059880239521,0.000395209580838323,0.000251497005988024
0.04,0.000473053892215569,0.000544910179640719,0.00130538922155689,0.000574850299401198,0.000401197604790419
0.05,0.000610778443113772,0.000850299401197605,0.00164670658682635,0.000790419161676647,0.000580838323353293
0.06,0.00081437125748503,0.00106586826347305,0.00209580838323353,0.00101197604790419,0.000772455089820359
0.07,0.00107784431137725,0.00126946107784431,0.0022874251497006,0.00127544910179641,0.000976047904191617
0.08,0.00129341317365269,0.00162275449101796,0.00258682634730539,0.00148502994011976,0.00120958083832335
0.09,0.00149101796407186,0.00195209580838323,0.00326946107784431,0.00168263473053892,0.0014251497005988
0.1,0.00170059880239521,0.00229940119760479,0.00369461077844311,0.00190419161676647,0.00162874251497006
