alpha,t2,w2,s2,b2,p2
0.001,0,0,5.98802395209581e-06,0,0
0.002,0,0,1.19760479041916e-05,0,0
0.003,0,0,3.59281437125749e-05,0,0
0.004,0,0,5.38922155688623e-05,0,0
0.005,0,0,5.38922155688623e-05,0,0
0.006,0,0,6.58682634730539e-05,0,0
0.007,0,0,6.58682634730539e-05,0,0
0.008,0,0,0.000101796407185629,0,0
0.009,0,5.98802395209581e-06,0.000101796407185629,0,0
0.01,0,5.98802395209581e-06,0.000119760479041916,0,0
0.02,0,2.9940119760479e-05,0.000245508982035928,5.98802395209581e-06,0
0.03,1.19760479041916e-05,3.59281437125749e-05,0.000353293413173653,1.19760479041916e-05,1.19760479041916e-05
0.04,1.79640718562874e-05,7.78443113772455e-05,0.00044311377245509,2.39520958083832e-05,1.79640718562874e-05
0.05,2.9940119760479e-05,0.000131736526946108,0.000568862275449102,3.59281437125749e-05,2.9940119760479e-05
0.06,3.59281437125749e-05,0.000155688622754491,0.000718562874251497,6.58682634730539e-05,3.59281437125749e-05
0.07,6.58682634730539e-05,0.000215568862275449,0.000784431137724551,7.18562874251497e-05,6.58682634730539e-05
0.08,7.18562874251497e-05,0.000239520958083832,0.000922155688622754,7.18562874251497e-05,7.18562874251497e-05
0.09,7.78443113772455e-05,0.000287425149700599,0.0010059880239521,9.58083832335329e-05,7.78443113772455e-05
0.1,9.58083832335329e-05,0.000353293413173653,0.00108383233532934,0.000101796407185629,9.58083832335329e-05
