alpha,t2,w2,s2,b2,p2
0.001,0,0,1.19760479041916e-05,0,0
0.002,0,0,2.9940119760479e-05,0,0
0.003,0,0,3.59281437125749e-05,0,0
0.004,0,0,5.38922155688623e-05,0,0
0.005,0,0,5.98802395209581e-05,0,0
0.006,0,0,7.78443113772455e-05,0,0
0.007,0,0,7.78443113772455e-05,0,0
0.008,0,0,9.58083832335329e-05,0,0
0.009,0,0,0.00011377245508982,0,0
0.01,0,0,0.00011377245508982,0,0
0.02,0,1.19760479041916e-05,0.000155688622754491,0,0
0.03,0,2.39520958083832e-05,0.000173652694610778,0,0
0.04,0,4.19161676646707e-05,0.000221556886227545,0,0
0.05,0,4.79041916167665e-05,0.000245508982035928,0,0
0.06,0,5.98802395209581e-05,0.000281437125748503,0,0
0.07,0,6.58682634730539e-05,0.00029940119760479,0,0
0.08,0,7.18562874251497e-05,0.000329341317365269,0,0
0.09,0,8.38323353293413e-05,0.000347305389221557,0,0
0.1,0,8.98203592814371e-05,0.00037125748502994,0,0
