alpha,t2,w2,s2,b2,p2
0.001,0,0,1.19760479041916e-05,0,0
0.002,0,0,3.59281437125749e-05,0,0
0.003,0,5.98802395209581e-06,4.79041916167665e-05,0,0
0.004,0,5.98802395209581e-06,6.58682634730539e-05,5.98802395209581e-06,0
0.005,0,5.98802395209581e-06,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.006,5.98802395209581e-06,5.98802395209581e-06,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.007,5.98802395209581e-06,5.98802395209581e-06,8.98203592814371e-05,1.19760479041916e-05,5.98802395209581e-06
0.008,5.98802395209581e-06,5.98802395209581e-06,9.58083832335329e-05,1.19760479041916e-05,5.98802395209581e-06
0.009,5.98802395209581e-06,1.79640718562874e-05,9.58083832335329e-05,1.19760479041916e-05,5.98802395209581e-06
0.01,5.98802395209581e-06,1.79640718562874e-05,0.000125748502994012,1.19760479041916e-05,1.19760479041916e-05
0.02,1.19760479041916e-05,5.98802395209581e-05,0.000203592814371258,1.19760479041916e-05,1.19760479041916e-05
0.03,4.19161676646707e-05,0.000101796407185629,0.000341317365269461,7.18562874251497e-05,4.19161676646707e-05
0.04,7.78443113772455e-05,0.000143712574850299,0.000467065868263473,9.58083832335329e-05,7.78443113772455e-05
0.05,0.000101796407185629,0.000197604790419162,0.000520958083832335,0.000125748502994012,0.000101796407185629
0.06,0.000131736526946108,0.000245508982035928,0.000706586826347305,0.000137724550898204,0.000131736526946108
0.07,0.000137724550898204,0.00029940119760479,0.000748502994011976,0.000173652694610778,0.000137724550898204
0.08,0.000173652694610778,0.000353293413173653,0.00101796407185629,0.000215568862275449,0.000173652694610778
0.09,0.000209580838323353,0.000401197604790419,0.0011377245508982,0.00025748502994012,0.000203592814371258
0.1,0.000251497005988024,0.000538922155688623,0.00118562874251497,0.000305389221556886,0.00025748502994012
