delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0885149700598802,0.0865389221556886,0.0640299401197605,0.101197604790419,0.0824431137724551,0.0666526946107784,0.0643652694610779,0.0443353293413174,0.085940119760479,0.0616167664670659
0.02,0.124568862275449,0.121568862275449,0.0874670658682635,0.140820359281437,0.117299401197605,0.0811616766467066,0.0774191616766467,0.0526766467065868,0.102622754491018,0.0752215568862275
0.03,0.170377245508982,0.164832335329341,0.121682634730539,0.190347305389222,0.160634730538922,0.106239520958084,0.101586826347305,0.0691556886227545,0.131526946107784,0.0991796407185629
0.04,0.223035928143713,0.216053892215569,0.157131736526946,0.245958083832335,0.211281437125749,0.140191616766467,0.133694610778443,0.0902155688622755,0.169934131736527,0.131736526946108
0.05,0.284520958083832,0.275622754491018,0.203101796407186,0.311221556886228,0.271874251497006,0.185035928143713,0.176532934131737,0.118622754491018,0.220191616766467,0.175473053892216
0.06,0.352706586826347,0.340874251497006,0.253748502994012,0.381443113772455,0.338203592814371,0.236670658682635,0.226269461077844,0.154766467065868,0.277976047904192,0.225958083832335
0.07,0.420347305389222,0.407718562874252,0.306592814371257,0.451077844311377,0.405383233532934,0.297497005988024,0.284491017964072,0.195413173652695,0.341688622754491,0.285263473053892
0.08,0.491185628742515,0.477808383233533,0.365814371257485,0.522604790419162,0.476191616766467,0.360580838323353,0.344616766467066,0.242431137724551,0.407191616766467,0.347550898203593
0.09,0.559652694610779,0.545365269461078,0.422748502994012,0.590467065868264,0.545305389221557,0.427,0.409688622754491,0.292185628742515,0.475904191616766,0.413437125748503
0.1,0.625676646706587,0.609910179640719,0.482778443113772,0.655101796407186,0.611964071856288,0.493473053892216,0.475233532934132,0.347934131736527,0.542233532934132,0.48048502994012
