delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0924550898203593,0.101952095808383,0.119209580838323,0.0959041916167665,0.0925449101796407,0.067059880239521,0.0752335329341317,0.102197604790419,0.0717245508982036,0.0670239520958084
0.02,0.13859880239521,0.149610778443114,0.157688622754491,0.143389221556886,0.138425149700599,0.0892934131736527,0.0982035928143713,0.11959880239521,0.094562874251497,0.0894071856287425
0.03,0.19659880239521,0.207964071856287,0.208419161676647,0.202221556886228,0.196508982035928,0.124497005988024,0.134784431137725,0.151323353293413,0.131479041916168,0.124568862275449
0.04,0.266041916167665,0.277748502994012,0.262868263473054,0.272730538922156,0.266089820359281,0.17448502994012,0.183994011976048,0.188820359281437,0.182443113772455,0.174431137724551
0.05,0.348610778443114,0.359413173652695,0.327718562874252,0.355838323353293,0.348347305389222,0.239185628742515,0.24925748502994,0.239,0.248443113772455,0.23925748502994
0.06,0.434455089820359,0.444,0.396359281437126,0.442688622754491,0.434359281437126,0.312287425149701,0.321520958083832,0.296149700598802,0.323431137724551,0.312556886227545
0.07,0.524700598802395,0.531904191616767,0.47211377245509,0.533011976047904,0.524730538922156,0.397305389221557,0.404898203592814,0.365383233532934,0.409311377245509,0.397479041916168
0.08,0.613041916167665,0.619125748502994,0.543574850299401,0.620646706586826,0.612934131736527,0.485245508982036,0.492053892215569,0.432814371257485,0.497479041916168,0.485419161676647
0.09,0.691532934131737,0.693754491017964,0.609479041916168,0.698616766467066,0.691497005988024,0.570191616766467,0.573910179640719,0.498077844311377,0.582311377245509,0.570155688622755
0.1,0.764844311377246,0.765724550898204,0.677443113772455,0.771047904191617,0.764784431137725,0.655610778443114,0.656994011976048,0.573479041916168,0.666796407185629,0.655491017964072
