delta,t2,w2,s2,b2,p2
0.01,0.000479041916167665,0.000568862275449102,0.00197604790419162,0.000568862275449102,0.000485029940119761
0.02,0.000125748502994012,0.000167664670658683,0.000838323353293413,0.000149700598802395,0.000125748502994012
0.03,5.98802395209581e-06,2.39520958083832e-05,0.000317365269461078,2.39520958083832e-05,5.98802395209581e-06
0.04,0,1.19760479041916e-05,0.000143712574850299,0,0
0.05,0,0,0.000107784431137725,0,0
0.06,0,0,2.39520958083832e-05,0,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,0,0,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,0,0,0
