delta,t2,w2,s2,b2,p2
0.01,7.78443113772455e-05,0.000748502994011976,0.00249101796407186,0.000149700598802395,0.000107784431137725
0.02,1.19760479041916e-05,0.000167664670658683,0.000904191616766467,1.19760479041916e-05,1.19760479041916e-05
0.03,0,3.59281437125749e-05,0.000413173652694611,0,0
0.04,0,2.39520958083832e-05,0.00011377245508982,0,0
0.05,0,0,3.59281437125749e-05,0,0
0.06,0,0,2.39520958083832e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
