delta,t2,w2,s2,b2,p2
0.01,0.000305389221556886,0.00062874251497006,0.00102395209580838,0.000461077844311377,0.00037125748502994
0.02,8.98203592814371e-05,0.000137724550898204,0.000341317365269461,0.000125748502994012,9.58083832335329e-05
0.03,1.19760479041916e-05,2.9940119760479e-05,0.000131736526946108,2.39520958083832e-05,1.79640718562874e-05
0.04,0,5.98802395209581e-06,2.9940119760479e-05,0,0
0.05,0,0,3.59281437125749e-05,0,0
0.06,0,5.98802395209581e-06,1.19760479041916e-05,0,0
0.07,0,0,1.79640718562874e-05,0,0
0.08,0,0,1.19760479041916e-05,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,0,0,0
