delta,t2,w2,s2,b2,p2
0.01,0.000197604790419162,0.000544910179640719,0.000772455089820359,0.00037125748502994,0.000251497005988024
0.02,4.79041916167665e-05,0.000101796407185629,0.000341317365269461,8.38323353293413e-05,8.38323353293413e-05
0.03,2.39520958083832e-05,8.38323353293413e-05,0.000179640718562874,2.39520958083832e-05,2.39520958083832e-05
0.04,5.98802395209581e-06,1.79640718562874e-05,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.05,5.98802395209581e-06,5.98802395209581e-06,1.79640718562874e-05,5.98802395209581e-06,5.98802395209581e-06
0.06,0,0,5.98802395209581e-06,0,0
0.07,0,0,1.19760479041916e-05,0,0
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
