delta,t2,w2,s2,b2,p2
0.01,0.00011377245508982,0.000760479041916168,0.00189221556886228,0.000149700598802395,0.000131736526946108
0.02,1.79640718562874e-05,0.000203592814371258,0.000688622754491018,1.79640718562874e-05,2.9940119760479e-05
0.03,0,7.18562874251497e-05,0.000239520958083832,5.98802395209581e-06,5.98802395209581e-06
0.04,0,1.19760479041916e-05,4.79041916167665e-05,0,0
0.05,0,1.19760479041916e-05,2.9940119760479e-05,0,0
0.06,0,0,1.19760479041916e-05,0,0
0.07,0,0,0,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
