delta,t2,w2,s2,b2,p2
0.01,0.00158682634730539,0.00546107784431138,0.0102934131736527,0.00180239520958084,0.00162874251497006
0.02,0.000305389221556886,0.00112574850299401,0.00329940119760479,0.000341317365269461,0.000311377245508982
0.03,8.38323353293413e-05,0.000305389221556886,0.00133532934131737,8.38323353293413e-05,8.38323353293413e-05
0.04,5.98802395209581e-06,4.19161676646707e-05,0.00044311377245509,5.98802395209581e-06,5.98802395209581e-06
0.05,0,1.19760479041916e-05,8.38323353293413e-05,0,0
0.06,0,0,4.79041916167665e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
