delta,t2,w2,s2,b2,p2
0.01,0.00174850299401198,0.00311377245508982,0.00445508982035928,0.00232934131736527,0.00194011976047904
0.02,0.000473053892215569,0.00107784431137725,0.00167664670658683,0.000592814371257485,0.000520958083832335
0.03,0.000125748502994012,0.000449101796407186,0.000970059880239521,0.00018562874251497,0.000161676646706587
0.04,3.59281437125749e-05,0.000227544910179641,0.000467065868263473,6.58682634730539e-05,4.19161676646707e-05
0.05,1.79640718562874e-05,0.000107784431137725,0.000287425149700599,2.39520958083832e-05,1.79640718562874e-05
0.06,0,2.39520958083832e-05,0.000125748502994012,0,0
0.07,0,2.9940119760479e-05,6.58682634730539e-05,0,0
0.08,0,1.79640718562874e-05,7.78443113772455e-05,0,0
0.09,5.98802395209581e-06,1.19760479041916e-05,5.38922155688623e-05,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,2.39520958083832e-05,0,0
