delta,t2,w2,s2,b2,p2
0.01,0.0052874251497006,0.00586826347305389,0.0123473053892216,0.006,0.00531137724550898
0.02,0.00255688622754491,0.00292215568862275,0.00760479041916168,0.00288622754491018,0.00253892215568862
0.03,0.00138323353293413,0.00161077844311377,0.0048562874251497,0.00156287425149701,0.00136526946107784
0.04,0.000520958083832335,0.000640718562874252,0.00297005988023952,0.000646706586826347,0.000520958083832335
0.05,0.000335329341317365,0.000377245508982036,0.00173053892215569,0.000389221556886228,0.000335329341317365
0.06,0.000137724550898204,0.000173652694610778,0.000880239520958084,0.000155688622754491,0.000143712574850299
0.07,8.98203592814371e-05,0.00011377245508982,0.000610778443113772,0.000107784431137725,9.58083832335329e-05
0.08,1.79640718562874e-05,2.39520958083832e-05,0.00025748502994012,1.79640718562874e-05,1.79640718562874e-05
0.09,1.79640718562874e-05,1.79640718562874e-05,0.000143712574850299,1.79640718562874e-05,1.79640718562874e-05
0.1,5.98802395209581e-06,5.98802395209581e-06,5.38922155688623e-05,5.98802395209581e-06,5.98802395209581e-06
