delta,t2,w2,s2,b2,p2
0.01,0.0022814371257485,0.00393413173652695,0.00555688622754491,0.00316766467065868,0.00240718562874252
0.02,0.000550898203592814,0.00116766467065868,0.00225748502994012,0.000730538922155689,0.000616766467065868
0.03,0.00011377245508982,0.00025748502994012,0.000994011976047904,0.000203592814371258,0.000137724550898204
0.04,1.19760479041916e-05,8.98203592814371e-05,0.000491017964071856,1.79640718562874e-05,1.19760479041916e-05
0.05,0,2.9940119760479e-05,0.000245508982035928,5.98802395209581e-06,0
0.06,0,5.98802395209581e-06,0.000107784431137725,0,0
0.07,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-05,5.98802395209581e-06,5.98802395209581e-06
0.08,0,5.98802395209581e-06,2.39520958083832e-05,0,0
0.09,0,0,1.19760479041916e-05,0,0
0.1,0,0,5.98802395209581e-06,0,0
