alpha,t2,w2,s2,b2,p2
0.001,2.39520958083832e-05,7.18562874251497e-05,0.000143712574850299,5.98802395209581e-05,2.39520958083832e-05
0.002,6.58682634730539e-05,0.000137724550898204,0.000275449101796407,0.000107784431137725,6.58682634730539e-05
0.003,0.000101796407185629,0.00018562874251497,0.000383233532934132,0.000143712574850299,0.00011377245508982
0.004,0.00011377245508982,0.000203592814371258,0.000532934131736527,0.000155688622754491,0.000131736526946108
0.005,0.000149700598802395,0.000287425149700599,0.00070059880239521,0.000203592814371258,0.000143712574850299
0.006,0.000149700598802395,0.000335329341317365,0.000784431137724551,0.000275449101796407,0.000167664670658683
0.007,0.000191616766467066,0.00044311377245509,0.000982035928143713,0.000323353293413174,0.000197604790419162
0.008,0.000215568862275449,0.000508982035928144,0.00119161676646707,0.000353293413173653,0.000263473053892216
0.009,0.000275449101796407,0.000592814371257485,0.00119161676646707,0.00044311377245509,0.000311377245508982
0.01,0.000323353293413174,0.000670658682634731,0.00137724550898204,0.000485029940119761,0.000365269461077844
0.02,0.000790419161676647,0.00158083832335329,0.00252694610778443,0.00102395209580838,0.000808383233532934
0.03,0.00123353293413174,0.00240718562874252,0.00376646706586826,0.00177245508982036,0.00135329341317365
0.04,0.00198802395209581,0.0032874251497006,0.00532335329341317,0.00235928143712575,0.00202395209580838
0.05,0.00250898203592814,0.00412574850299401,0.00625748502994012,0.00295808383233533,0.00255688622754491
0.06,0.00306586826347305,0.0052874251497006,0.00777844311377246,0.0035688622754491,0.00309580838323353
0.07,0.00364670658682635,0.0061497005988024,0.00838323353293413,0.00431137724550898,0.00368263473053892
0.08,0.00436526946107784,0.00711976047904192,0.0102455089820359,0.00516167664670659,0.00438922155688623
0.09,0.00517964071856287,0.00821556886227545,0.0112694610778443,0.00597005988023952,0.00520359281437126
0.1,0.00594610778443114,0.0091437125748503,0.0118922155688623,0.00678443113772455,0.00593413173652695
