alpha,t2,w2,s2,b2,p2
0.001,2.39520958083832e-05,6.58682634730539e-05,5.98802395209581e-05,0.000143712574850299,7.78443113772455e-05
0.002,0.000107784431137725,0.000161676646706587,0.000137724550898204,0.000221556886227545,0.000143712574850299
0.003,0.000131736526946108,0.000221556886227545,0.000209580838323353,0.000335329341317365,0.000179640718562874
0.004,0.000155688622754491,0.000287425149700599,0.000209580838323353,0.000461077844311377,0.000209580838323353
0.005,0.000209580838323353,0.000323353293413174,0.000359281437125749,0.000562874251497006,0.000263473053892216
0.006,0.000245508982035928,0.000425149700598802,0.000359281437125749,0.000706586826347305,0.000305389221556886
0.007,0.000293413173652695,0.000508982035928144,0.000502994011976048,0.000826347305389222,0.00037125748502994
0.008,0.000353293413173653,0.000562874251497006,0.000646706586826347,0.000934131736526946,0.00044311377245509
0.009,0.000455089820359281,0.000670658682634731,0.000646706586826347,0.0010059880239521,0.000532934131736527
0.01,0.000502994011976048,0.000754491017964072,0.000646706586826347,0.00111976047904192,0.000586826347305389
0.02,0.00119161676646707,0.00155089820359281,0.00150299401197605,0.00210778443113772,0.00138323353293413
0.03,0.00189820359281437,0.00258682634730539,0.00237724550898204,0.00316167664670659,0.00210179640718563
0.04,0.00283233532934132,0.00350299401197605,0.00337724550898204,0.0042814371257485,0.0029940119760479
0.05,0.00367664670658683,0.00443712574850299,0.00410179640718563,0.00541916167664671,0.00389820359281437
0.06,0.0045748502994012,0.00559281437125749,0.00515568862275449,0.00665269461077844,0.00479640718562874
0.07,0.00572455089820359,0.00652095808383234,0.00676646706586826,0.00774850299401198,0.0058562874251497
0.08,0.00680838323353293,0.00761676646706587,0.00810179640718563,0.0090059880239521,0.00687425149700599
0.09,0.00786826347305389,0.00869461077844311,0.00810179640718563,0.0102574850299401,0.00790419161676647
0.1,0.00897604790419162,0.00989221556886228,0.0107425149700599,0.0116047904191617,0.00902395209580838
