alpha,t2,w2,s2,b2,p2
0.001,8.98203592814371e-05,0.000143712574850299,0.000149700598802395,0.000293413173652695,0.000125748502994012
0.002,0.000167664670658683,0.000311377245508982,0.000233532934131737,0.000473053892215569,0.000251497005988024
0.003,0.000263473053892216,0.000431137724550898,0.000341317365269461,0.000616766467065868,0.000335329341317365
0.004,0.00037125748502994,0.000538922155688623,0.000341317365269461,0.000796407185628743,0.000401197604790419
0.005,0.000437125748502994,0.000598802395209581,0.000544910179640719,0.000940119760479042,0.000508982035928144
0.006,0.000497005988023952,0.000712574850299401,0.000544910179640719,0.00105988023952096,0.000586826347305389
0.007,0.000580838323353293,0.000874251497005988,0.000760479041916168,0.00124550898203593,0.000718562874251497
0.008,0.000646706586826347,0.000958083832335329,0.000910179640718563,0.0014311377245509,0.000796407185628743
0.009,0.000778443113772455,0.0011377245508982,0.000910179640718563,0.00160479041916168,0.000946107784431138
0.01,0.000856287425149701,0.00124550898203593,0.000910179640718563,0.00177245508982036,0.00102994011976048
0.02,0.00194610778443114,0.00255688622754491,0.00219760479041916,0.00315568862275449,0.00216766467065868
0.03,0.003,0.00391616766467066,0.00339520958083832,0.00445508982035928,0.00321556886227545
0.04,0.00402395209580838,0.00526946107784431,0.00458682634730539,0.00589221556886228,0.00423353293413174
0.05,0.0051377245508982,0.00649700598802395,0.00570658682634731,0.00737724550898204,0.00536526946107784
0.06,0.00645508982035928,0.00791017964071856,0.00679041916167665,0.00881437125748503,0.00666467065868264
0.07,0.00778443113772455,0.00902994011976048,0.00911377245508982,0.0102694610778443,0.00789820359281437
0.08,0.00904191616766467,0.0104191616766467,0.0101676646706587,0.0117065868263473,0.00915568862275449
0.09,0.0104011976047904,0.0120299401197605,0.0101676646706587,0.013185628742515,0.0105089820359281
0.1,0.0116826347305389,0.0136706586826347,0.0132275449101796,0.0147604790419162,0.0117065868263473
