alpha,t2,w2,s2,b2,p2
0.001,0.000203592814371258,7.18562874251497e-05,0.000191616766467066,0.000694610778443114,0.000287425149700599
0.002,0.000365269461077844,0.000203592814371258,0.000329341317365269,0.00131137724550898,0.000461077844311377
0.003,0.000526946107784431,0.000317365269461078,0.000485029940119761,0.00182035928143713,0.00070059880239521
0.004,0.000802395209580838,0.00044311377245509,0.000574850299401198,0.00229341317365269,0.000982035928143713
0.005,0.00104191616766467,0.000592814371257485,0.000832335329341317,0.0028562874251497,0.00125149700598802
0.006,0.00134131736526946,0.000790419161676647,0.000832335329341317,0.00338922155688623,0.00155688622754491
0.007,0.00160479041916168,0.00106586826347305,0.000910179640718563,0.0038562874251497,0.0018502994011976
0.008,0.00188023952095808,0.00123353293413174,0.00152694610778443,0.00425748502994012,0.00211976047904192
0.009,0.0021377245508982,0.00148502994011976,0.00152694610778443,0.00467065868263473,0.00237724550898204
0.01,0.00243712574850299,0.00175449101796407,0.00152694610778443,0.00522155688622755,0.00266467065868264
0.02,0.00549700598802395,0.00439520958083832,0.00332335329341317,0.00904790419161677,0.00565269461077844
0.03,0.00841916167664671,0.00726347305389222,0.00501796407185629,0.0126586826347305,0.00846107784431138
0.04,0.0114071856287425,0.0100299401197605,0.00779041916167665,0.0165269461077844,0.0115508982035928
0.05,0.014562874251497,0.0129700598802395,0.00993413173652695,0.0200658682634731,0.0145089820359281
0.06,0.0177365269461078,0.0163892215568862,0.0116946107784431,0.0237005988023952,0.0176706586826347
0.07,0.020874251497006,0.0196047904191617,0.0138862275449102,0.0272035928143713,0.0206946107784431
0.08,0.0243473053892216,0.022688622754491,0.0171317365269461,0.0307964071856287,0.0241976047904192
0.09,0.0275269461077844,0.0258622754491018,0.0171317365269461,0.0342215568862275,0.0272814371257485
0.1,0.0308922155688623,0.0292694610778443,0.0218562874251497,0.037874251497006,0.0306526946107784
