alpha,t2,w2,s2,b2,p2
0.001,1.79640718562874e-05,3.59281437125749e-05,0.000137724550898204,2.9940119760479e-05,2.39520958083832e-05
0.002,2.9940119760479e-05,8.38323353293413e-05,0.000239520958083832,8.98203592814371e-05,4.79041916167665e-05
0.003,8.98203592814371e-05,0.000137724550898204,0.000341317365269461,0.000125748502994012,9.58083832335329e-05
0.004,0.000101796407185629,0.000197604790419162,0.000461077844311377,0.000161676646706587,0.000119760479041916
0.005,0.000131736526946108,0.000239520958083832,0.000586826347305389,0.000197604790419162,0.000143712574850299
0.006,0.000155688622754491,0.000311377245508982,0.000730538922155689,0.000221556886227545,0.000173652694610778
0.007,0.000173652694610778,0.000359281437125749,0.000826347305389222,0.000251497005988024,0.000191616766467066
0.008,0.000215568862275449,0.000389221556886228,0.0010059880239521,0.000287425149700599,0.000221556886227545
0.009,0.000233532934131737,0.000431137724550898,0.0010059880239521,0.000323353293413174,0.000245508982035928
0.01,0.000251497005988024,0.00051497005988024,0.00117365269461078,0.000359281437125749,0.000263473053892216
0.02,0.000550898203592814,0.00116766467065868,0.00225748502994012,0.000730538922155689,0.000616766467065868
0.03,0.000958083832335329,0.00179640718562874,0.00344311377245509,0.00126946107784431,0.00103592814371257
0.04,0.00141317365269461,0.00247305389221557,0.00479640718562874,0.00179041916167665,0.00143712574850299
0.05,0.00192215568862275,0.00308383233532934,0.00575449101796407,0.00237724550898204,0.00197604790419162
0.06,0.00244910179640719,0.00387425149700599,0.00701197604790419,0.00292814371257485,0.00249101796407186
0.07,0.00297604790419162,0.00455688622754491,0.00755089820359281,0.00341916167664671,0.00298802395209581
0.08,0.00344311377245509,0.00530538922155689,0.00924550898203593,0.00401197604790419,0.00346107784431138
0.09,0.00401197604790419,0.00634131736526946,0.0101377245508982,0.00464670658682635,0.00404790419161677
0.1,0.00464670658682635,0.00705988023952096,0.0111317365269461,0.00524550898203593,0.00467065868263473
