run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50,run51,run52,run53,run54,run55,run56,run57,run58,run59,run60,run61,run62,run63,run64,run65,run66,run67,run68,run69,run70,run71,run72,run73,run74,run75,run76,run77,run78,run79,run80,run81,run82,run83,run84,run85,run86,run87,run88
0.06543,0.07746,0,0,0.04598,0,0.01901,0,0.01172,0.04397,0.0626,0.0228,0.0625,0.23564,0.0725,0.0625,0.0625,0.0767,0.01562,0,0.04048,0.04048,0.04048,0.21953,0.21577,0.21953,0.06683,0,0.1875,0.1875,0.19212,0.1875,0.19004,0,0,0.01845,0,0.00417,0.00417,0.02539,0.10816,0,0.10816,0.02083,0.03125,0.03125,0,0.01992,0.13941,0.13941,0.1875,0.1875,0.1875,0.00368,0.03385,0.00368,0.00329,0,0.04598,0.12321,0.16233,0.26435,0.21953,0.21577,0.21953,0.02083,0.02083,0.03841,0.19173,0.19173,0.19385,0.1875,0.00893,0.19212,0,0.0125,0,0.00781,0.06758,0.06975,0.07096,0.01172,0.10816,0.10816,0.01312,0.13941,0,0.29731
0,0.01625,0.02545,0.10741,0.18657,0.19004,0,0.03125,0.00313,0.00934,0,0.03713,0,0.0952,0.04647,0,0,0.02429,0,0,0,0,0,0.19845,0.19185,0.19845,0,0,0.12476,0.12476,0.16141,0.01918,0.01918,0,0.00791,0.00368,0.00783,0,0,0,0.07768,0.00893,0.07768,0,0.05967,0,0.02342,0.17825,0.10507,0.00716,0.02083,0.02083,0.04267,0.00446,0,0.00446,0.07693,0.10741,0.18657,0.04584,0.09427,0.04292,0.19845,0.19185,0.19845,0,0,0.0158,0.13632,0.21598,0.07645,0.01918,0.00329,0.02013,0.00783,0,0,0,0.02051,0.01888,0.03491,0.0625,0.07768,0.07768,0.14589,0.10507,0.19615,0.02347
0,0,0,0,0.02134,0.07715,0,0.07807,0.01625,0,0,0.00329,0,0,0,0,0,0,0,0,0,0,0,0.06005,0.05994,0.06005,0,0,0.02087,0.02087,0.02474,0.02083,0.02083,0,0,0,0,0,0,0.04004,0.10762,0,0.10762,0,0,0.18155,0.01042,0,0.0625,0,0,0,0,0,0,0,0,0,0.02134,0.0917,0.09237,0.10301,0.06005,0.05994,0.06005,0,0,0,0.01039,0.04601,0.09964,0.02083,0,0.04016,0,0,0,0,0,0,0,0.0625,0.10762,0.10762,0.03428,0.0625,0.014,0.12003
0.3633,0.36887,0.38407,0.3838,0.38207,0.18021,0.3843,0.07481,0.15256,0.38566,0.27809,0.28274,0.35618,0.38081,0.38516,0.37044,0.38554,0.38281,0.34758,0.177,0.38346,0.38346,0.38317,0.38527,0.38527,0.38527,0.27897,0,0.38222,0.38222,0.29016,0.34981,0.34843,0.00893,0.15104,0.38566,0.34955,0.19688,0.19095,0.38566,0.36878,0.06739,0.36928,0.3854,0.38566,0.38566,0.37028,0.36573,0.33944,0.33944,0.38347,0.38281,0.38414,0.17604,0.37335,0.17487,0.38406,0.3838,0.38207,0.12414,0.15212,0.25614,0.38527,0.38527,0.38527,0.38566,0.38566,0.37726,0.33922,0.33675,0.06452,0.34981,0.18582,0.35625,0.34955,0.28715,0.34211,0.34252,0.31189,0.31824,0.33195,0.14591,0.36878,0.36928,0.36162,0.33944,0.26545,0.31268
0.12552,0.12809,0.24916,0.22823,0.19685,0.05781,0.16303,0.35137,0.07632,0.11551,0.11922,0.11861,0.11063,0.12552,0.12552,0.1454,0.167,0.1254,0.12211,0.10929,0.14077,0.14077,0.14077,0.38225,0.38116,0.38229,0.11917,0,0.29662,0.30372,0.2863,0.10617,0.10617,0,0.11644,0.00622,0.0217,0.01122,0.01122,0,0.06282,0.03301,0.03663,0.12482,0.0625,0.02083,0,0,0.02484,0.12191,0.19419,0.19285,0.20517,0.08934,0.03552,0.11073,0.24917,0.22823,0.19685,0.31177,0.33016,0.31022,0.38225,0.38116,0.38229,0.12561,0.12561,0.13017,0.3384,0.34236,0.1875,0.10747,0.20365,0.10925,0.0217,0.12902,0.06738,0.11613,0.11876,0.11632,0.16147,0.33275,0.06282,0.03663,0.00313,0.02484,0.12412,0.28283
0.53272,0.3008,0.34059,0.44261,0.44937,0,0.11011,0.05357,0.0517,0.57366,0.57378,0.57378,0.10383,0.25733,0.18121,0.02574,0,0.14475,0.52112,0.5188,0.00625,0.02887,0.13977,0.38979,0.38979,0.38961,0.57388,0,0.43011,0.43011,0.43011,0.10356,0.13163,0,0.37479,0.08182,0.38367,0.0987,0.0987,0.37965,0.36924,0.14758,0.36915,0.18214,0.38188,0.3813,0.02601,0.51035,0.18556,0.1521,0.07123,0.07135,0.28906,0.57376,0.22461,0.57391,0.44937,0.44261,0.44937,0.04316,0.04407,0.04011,0.38979,0.38979,0.38961,0.52247,0.52247,0.57431,0.25753,0.30745,0.1875,0.103,0.01705,0.30493,0.38367,0,0.51687,0.09766,0.08677,0.11691,0.16515,0.33186,0.36924,0.36915,0.49585,0.18556,0.57402,0.3486
0.08096,0.09089,0.07227,0.06901,0.00368,0,0.0625,0.00625,0.05033,0.0699,0.0625,0.06783,0.0625,0.0699,0.09031,0.0625,0.07962,0.09415,0,0.07545,0.02083,0.02083,0.00446,0,0,0.0625,0.06738,0,0.0625,0.0625,0.0625,0,0,0,0.06558,0.0394,0.05012,0.06616,0.06595,0.02985,0,0.00877,0,0.00837,0.03301,0,0.01061,0.11213,0.06641,0.06641,0.01042,0.01562,0,0.06836,0.01042,0.06783,0.07227,0.06901,0.00368,0.19766,0.07007,0.0556,0,0,0.0625,0,0,0.0125,0.0625,0.0625,0.06982,0,0,0,0.05012,0.07854,0.0625,0.06738,0.0652,0.07297,0.06231,0,0,0,0.0625,0.06641,0.06595,0.0243
0.21522,0.12522,0.12883,0.10711,0.02772,0.01701,0.04957,0.04447,0.03821,0.20207,0.04228,0.19933,0.02961,0.2236,0.16655,0.0481,0.08671,0.19587,0.29843,0.22853,0.10388,0.10388,0.11469,0.12388,0.12388,0.12388,0.05549,0,0.05311,0.05311,0.0409,0,0,0,0.23835,0.21107,0.09326,0.08508,0.08203,0.05112,0.09328,0.07143,0.09513,0.10009,0.10009,0.04049,0.04303,0,0.08229,0.08229,0.05075,0.05008,0.0475,0.26271,0.02225,0.2484,0.14769,0.10711,0.02772,0.08354,0.09407,0.09422,0.12388,0.12388,0.12388,0.01176,0.01176,0.07895,0.0861,0.08298,0.01958,0,0,0,0.09326,0.0347,0.02461,0.03776,0.26868,0.2677,0.27428,0.00568,0.09328,0.09513,0.1077,0.08229,0.27334,0.10393
0.15354,0.09795,0.07336,0.06781,0.18917,0.00521,0.03491,0.10285,0.04347,0.14599,0.12572,0.24062,0.09439,0.11388,0.164,0.09765,0.09966,0.16286,0.07943,0.07141,0.03335,0.03335,0.03335,0.31922,0.31922,0.31922,0.05586,0,0.12387,0.12387,0.15092,0.4474,0.45203,0,0.56709,0.1816,0.64296,0.1041,0.04205,0.20377,0.45782,0.64038,0.45782,0.06057,0.27547,0.64296,0.24797,0.64296,0.10552,0.10552,0.05155,0.05155,0.08243,0.07817,0.1021,0.07817,0.09058,0.06781,0.18917,0.17609,0.47818,0.24655,0.31922,0.31922,0.31922,0.07649,0.07649,0.11247,0.155,0.2046,0.00694,0.4474,0.05484,0.45297,0.64296,0.03684,0.09208,0.06355,0.14666,0.14824,0.14541,0.22488,0.45782,0.45782,0.14062,0.10552,0.23127,0.47029
0.37497,0.08518,0,0,0.38142,0.1875,0,0.0718,0.00694,0.14749,0.04251,0.14749,0,0.14685,0.09261,0,0,0.06972,0,0.00893,0,0,0,0.29311,0.29311,0.29311,0.04251,0,0.10402,0.10402,0.05043,0.10463,0.12459,0.00987,0.07919,0.3723,0.11554,0.13141,0.12018,0.37428,0.30719,0.37281,0.30719,0,0.37492,0.38012,0.00329,0.37492,0.18127,0.01562,0.04583,0.04583,0.10406,0.03587,0.0783,0.03587,0,0,0.38142,0.21928,0.21987,0.22546,0.29311,0.29311,0.29311,0.01042,0.01042,0.07679,0.21736,0.25814,0.00347,0.10463,0.04512,0.1068,0.11554,0.00347,0.12843,0.03611,0.02974,0.02734,0.02355,0.28323,0.30719,0.30719,0.37322,0.18127,0.09001,0.34893
0.09748,0.13115,0.12946,0.10756,0.15645,0.06026,0.00694,0.07,0,0.08408,0.06579,0.06199,0.03503,0.11905,0.10967,0.16381,0.23174,0.09178,0.02382,0.13575,0,0,0,0.28595,0.28595,0.27957,0.22036,0.00866,0.20961,0.20961,0.26463,0.12258,0.09924,0,0.10617,0.00987,0.02133,0.10445,0.09508,0.18753,0.22433,0.13531,0.22206,0.16936,0.18385,0.1262,0.12117,0.17256,0.23897,0.079,0.09753,0.09445,0.12116,0.01693,0.0625,0.04173,0.07715,0.10756,0.15645,0.05361,0.05451,0.05648,0.28595,0.28595,0.27957,0.04401,0.04401,0.09979,0.25021,0.2816,0.00781,0.12258,0,0.11853,0.02133,0.08676,0.08268,0.07027,0.16021,0.15248,0.15399,0.14814,0.22433,0.22206,0.16301,0.23897,0.01335,0.16067
0,0,0,0,0,0,0,0,0.1875,0,0.00446,0,0,0,0,0,0,0,0,0,0,0,0,0.09629,0.09629,0.09375,0,0,0.2003,0.2003,0.01705,0.03117,0.03182,0,0,0,0,0,0,0,0.02344,0,0.02344,0,0,0,0.00446,0,0,0,0.04032,0.04032,0.09766,0,0,0,0,0,0,0.01875,0.02083,0.01562,0.09629,0.09629,0.09375,0,0,0,0.0375,0.07038,0.09375,0.03117,0,0.07715,0,0,0,0,0,0,0,0,0.02344,0.02344,0.03125,0,0.00781,0.02344
0.02227,0.06255,0.01803,0,0.21216,0,0,0,0,0.03548,0.02227,0.03548,0,0.04608,0.17638,0.00656,0.00676,0.02227,0.02031,0.00781,0,0,0,0.01705,0.01705,0.01705,0.02532,0,0.00391,0.00391,0.01107,0,0,0,0.03796,0,0.04187,0.01158,0.01434,0.16483,0,0.00625,0,0.0207,0.0918,0.17515,0.19258,0.02397,0.01794,0.17279,0,0,0,0.01151,0.00313,0.01151,0.01803,0,0.21216,0.21289,0.20926,0.08683,0.01705,0.01705,0.01705,0.00313,0.00313,0.16062,0.01875,0.01653,0.0625,0,0,0.00446,0.04187,0,0.00887,0.00781,0.23246,0.21806,0.21113,0,0,0,0.13816,0.01794,0,0.20465
0,0,0.04356,0.22876,0,0,0.01607,0,0.02422,0,0,0,0,0,0,0,0,0,0,0,0.01442,0.01442,0.01442,0,0,0,0,0,0.00987,0.00987,0,0.01442,0.01442,0,0.02083,0.0752,0.0166,0.0375,0.05721,0,0,0,0,0,0,0,0.01042,0,0.01471,0.01875,0.0497,0.0497,0,0,0,0,0.05608,0.22876,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01442,0,0.01103,0.0166,0,0.04702,0,0,0,0,0,0,0,0,0.01471,0.00368,0
0.14669,0.15726,0.27741,0.23162,0,0,0.01081,0.02703,0.0391,0.00391,0.00368,0.00391,0.13663,0.14828,0.21363,0.12516,0.14513,0.16029,0.12694,0.17601,0.01621,0.01621,0.01621,0,0,0,0.0769,0.00347,0.02207,0.02207,0.01875,0,0,0.0367,0.03486,0.08831,0.02628,0.0791,0.08303,0,0,0,0,0.06108,0,0,0.00521,0,0.02521,0.02521,0.05125,0.04953,0.03787,0.11168,0.00446,0.11168,0.27553,0.23162,0,0.02305,0.03205,0.03266,0,0,0,0.02401,0.02401,0.16757,0,0,0.02214,0,0.05907,0,0.02628,0.03247,0.05275,0.02488,0.05231,0.05657,0.06472,0,0,0,0,0.02521,0.03881,0
0.07883,0.09983,0.11773,0.11776,0.16082,0.00625,0.10527,0.00368,0,0.08185,0,0.05715,0.02698,0.05199,0.0625,0.03044,0.14872,0.12003,0.02982,0.07349,0.03728,0.0406,0.04103,0.0256,0.0256,0.02491,0.0459,0,0.02228,0.02541,0.0265,0.0783,0.09364,0.04236,0.07762,0.09813,0.02627,0.12311,0.12073,0.12336,0.12019,0.03607,0.11818,0.0498,0.25421,0.13554,0.02341,0.09565,0.09454,0.09454,0.03654,0.03654,0.01915,0.00893,0.0125,0.00893,0.12009,0.11776,0.16082,0.22663,0.22373,0.2279,0.0256,0.0256,0.02491,0.01195,0.01195,0.05199,0.00813,0.04004,0.08923,0.0783,0.04147,0.18693,0.02627,0.02083,0.08127,0.03426,0.05006,0.05851,0.04852,0.08049,0.12019,0.11818,0.19791,0.09454,0.09689,0.19208
0.02146,0.01981,0.06911,0.15782,0.18049,0.00481,0.01367,0.0923,0.07928,0.03433,0.00791,0.02474,0.01309,0.05732,0.06949,0.01558,0.016,0.04366,0.02884,0.05213,0.07481,0.07481,0.07481,0.29206,0.41158,0.29206,0.01646,0,0.14207,0.14207,0.07283,0.21299,0.2195,0,0.26845,0.0264,0.24831,0.10857,0.07245,0.08578,0.0625,0.01562,0.0625,0.02491,0.02144,0.05496,0.03609,0.17654,0.16122,0.16122,0.07432,0.07432,0.09517,0.00991,0.00417,0.00991,0.14272,0.15782,0.18049,0.15949,0.23016,0.22481,0.29206,0.41158,0.29206,0,0,0.1414,0.23129,0.23381,0.02083,0.21299,0.02567,0.20368,0.24831,0,0.05926,0.00913,0.11342,0.10278,0.1632,0.1011,0.0625,0.0625,0.2552,0.16122,0.06307,0.29753
0,0,0,0,0,0,0,0.09414,0.00568,0.27576,0,0.36286,0,0.22432,0,0,0,0,0,0,0.00481,0.00481,0.00481,0.01875,0.01875,0.01705,0,0,0.00781,0.00781,0.0125,0.0602,0.0756,0.00656,0,0.00521,0,0.01042,0.0125,0.27281,0.10913,0,0.10913,0,0.34131,0.37137,0.01042,0.10798,0.09696,0.09696,0,0,0,0,0,0,0,0,0,0.29469,0.29729,0.2913,0.01875,0.01875,0.01705,0,0,0.07698,0.01186,0.02688,0.02344,0.0601,0.00368,0.0666,0,0,0.00694,0,0,0,0,0.03125,0.10913,0.10913,0.03096,0.09696,0.01562,0.02287
