run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50,run51,run52,run53,run54,run55,run56,run57,run58,run59,run60,run61,run62,run63,run64,run65,run66,run67,run68,run69,run70,run71,run72,run73,run74
0.0205,0.4275,0.4885,0.4192,0.3568,0.4644,0.4848,0.4125,0.2816,0.2266,0.2266,0.2806,0.0054,0.4535,0.3445,0.3149,0.3831,0.3976,0.3994,0.0018,0.0113,0.1844,0.0153,0.0066,0.0606,0.3057,0.1853,0.2156,0.0033,0.3566,0.3566,0.0875,0.1749,0.0564,0.0203,0.389,0.3475,0.0695,8e-04,0.0025,0.0984,0.1193,0.3665,0.427,0.4339,0.0069,0.0038,0.0839,0.0085,0.1174,7e-04,1e-04,0.341,0.056,0.4228,0.0817,0.2869,0.2359,0.1924,0.2517,0.3725,9e-04,0.0023,0.2325,0.157,0.1338,0.0269,0.3221,0.1081,0.3861,0.2561,0.0414,0.2618,0.159
0.0391,0.1432,0.1239,0.0821,0.1632,0.1998,0.2101,0.2011,0.0087,0.2571,0.2057,0.2436,0.1745,0.2057,0.6014,0.5026,0.2206,0.1311,0.0868,0.0024,2e-04,0.0132,0.0313,0.0589,0.1996,0.1392,0.0109,0.0022,0.0012,0.4708,0.0131,0.0171,0.0084,0.0023,0.0131,0.0791,0.1042,0.2383,0.0061,0.0632,0.0113,0.0456,0.0353,0.0015,0.0048,0.0046,0.0028,0.2758,0.0191,0.1322,0.0018,0.0017,0.0408,0.5615,0.2167,0.0085,0.0459,0.0165,0.0702,0.0177,0.1476,0,0.006,0.0117,0.0079,0.174,0.074,0.125,0.0642,0.4599,0.2184,0.0791,0.1026,0.1293
0.3789,0.2981,0.4288,0.3575,0.4556,0.4267,0.4258,0.3926,0.2902,0.3123,0.3342,0.3585,0.4018,0.3361,0.5767,0.5449,0.4017,0.4273,0.5215,0.3616,0.3746,0.3627,0.0901,0.2571,0.184,0.3046,0.2269,0.3103,0.0804,0.2502,0.1685,0.3357,0.2538,0.2816,0.0319,0.2236,0.1921,0.2133,0.0237,0.0332,0.2817,0.3108,0.2788,0.2424,0.2459,0.0017,7e-04,0.3889,0.064,0.3035,0,0,0.3475,0.3021,0.4713,0.4952,0.4998,0.3848,0.3868,0.3709,0.3321,0,0.0056,0.1199,0.1367,0.3817,0.2374,0.2016,0.371,0.4314,0.2869,0.2802,0.2191,0.0885
0.7006,0.2547,0.7389,0.6705,0.6711,0.6159,0.5852,0.1909,0.5126,0.5367,0.5244,0.5511,0.6334,0.3678,0.6046,0.5923,0.6855,0.704,0.7983,0.5747,0.568,0.1251,0.0266,0.0297,0.4879,0.113,0.2435,0.4132,0.0041,0.4424,0.2778,0.5784,0.0348,0.0348,0.0722,0.4627,0.3738,0.3765,0.0122,0.0588,0.4265,0.3648,0.7362,0.7471,0.5796,0,1e-04,0.4755,0.6149,0.0957,0.0011,0.001,0.6711,0.1714,0.6464,0.6069,0.6065,0.171,0.6138,0.5783,0.2499,0,7e-04,0.3111,0.3785,0.6228,0.3067,0.1319,0.5871,0.5706,0.1102,0.6542,0.6056,0.5702
0.3739,0.5188,0.4385,0.1636,0.3478,0.5096,0.5502,0.6086,0.4292,0.5633,0.0348,0.4046,0.5141,0.4535,0.4576,0.361,0.4173,0.3475,0.5268,0.0526,0.0038,0.0025,0.0488,0.0493,0.0932,0.074,0.1517,0.2714,0.0959,0.7793,0.2227,0.2783,0.1708,0.1708,0.0215,0.4022,0.226,0.4177,0.0036,0.0961,0.2292,0.2718,0.4516,0.0248,0.0229,8e-04,6e-04,0.0118,0.0174,0.0925,0.0019,2e-04,0.3515,0.5877,0.4958,0.0191,0.3019,0.287,0.4386,0.1147,0.43,0,0.0071,0.0866,0.0192,0.4708,0.4679,0.4452,0.1404,0.638,0.2818,0.2424,0.3149,0.3774
0.0023,0.0769,0.1389,0.0154,0.1371,0.0081,0.0054,0.0374,0.0657,0.1425,0.057,0,0.2139,0.0929,0.0298,0.0382,0.0061,0.006,0.1167,0.008,0,0.0035,1e-04,5e-04,0.0078,0.0141,0.0833,0.0833,0.0037,0.1089,0.046,0.0071,0.0416,0.0263,0.004,0.0318,0.0063,0.095,5e-04,0.0065,0.0083,0.0327,0.1414,0.0427,0.028,0,0,0.0852,2e-04,0.0187,0.0089,0,0.0362,4e-04,0.1921,0.0062,0.5326,0.0114,0.17,0.0164,0.114,0,0,0.0966,0.0028,0.0437,0.0955,0.0169,0.02,0.2272,0.0843,0,0.0262,0.0439
0.2483,0.247,0.3873,0.201,0.4082,0.2625,0.2689,0.2845,0.1132,0.1752,0.2264,0.2836,0.0818,0.2448,0.2457,0.2392,0.2803,0.2932,0.1747,0.2622,0.2546,0.2573,0.0247,0.0327,0.1398,0.2691,0.0196,0.0257,0.2587,0.2948,0.4062,0.1821,0.2897,0.2897,0.108,0.2047,0.2792,0.3176,0.0065,0.0233,0.2547,0.2544,0.2456,0.156,0.1437,0.0013,0.0016,0.2859,0.2422,0.2859,0.0038,2e-04,0.2807,0.2927,0.3081,0.2338,0.2008,0.1976,0.2612,0.2877,0.2651,0,0,0.0215,0.0393,0.3321,0.2029,0.2734,0.2521,0.5376,0.2985,0.2157,0.3266,0.1082
0.1743,0.3727,0.5423,0.1234,0.3623,0.1901,0.2207,0.2195,0.145,0.163,0.0943,0.3272,0.2744,0.3427,0.122,0.0997,0.1816,0.2734,0.3022,0.2578,0.4245,0.44,0.1907,0.1965,0.2608,0.5251,0.4,0.4022,0.3345,0.4157,0.1973,0.1418,0.5,0.1484,0.2434,0.1012,0.2369,0.1399,0.006,0.0679,0.2379,0.3035,0.2175,0.6033,0.4864,0.0015,8e-04,0.3255,0.0768,0.5119,0.0253,0,0.1925,0.2505,0.2759,0.2831,0.4488,0.1941,0.3024,0.2045,0.1664,0,0.0099,0.181,0.1017,0.1719,0.2195,0.4047,0.2765,0.3283,0.3575,0.3894,0.0347,0.1166
0.0918,0.1263,0.4444,0.3302,0.3036,0.2456,0.1983,0.1394,0.2997,0.2115,0.1118,0.4242,0.3732,0.3935,0.5898,0.6272,0.1118,0.1057,0.0999,0.0399,0.0401,0.0413,0.1694,0.1821,0.1935,0.245,0,0.0782,0.0441,0.5308,0.5308,0.1417,0.2474,0.1678,0.1636,0.2789,0.3546,0.0516,0.019,0.0502,0.3361,0.3647,0.2087,0.5544,0.5767,0,0.0071,0.3782,0.0959,0.3137,0.001,0,0.2236,0.1798,0.3127,0.2951,0.3237,0.3789,0.1408,0.149,0.2067,0,0.3163,0.0609,0.1073,0.2972,0.0405,0.2353,0.277,0.3577,0.3854,0.356,0.2674,0.2291
0.0834,0.1203,0.1327,0.0209,0.274,0.0348,0.0122,0.0197,0.091,0.213,0.2157,6e-04,0.1561,0.1087,0.2536,0.2992,0.071,0.0543,0.1744,0.0379,0,0.1248,0.0319,0.0291,0.0783,0.1583,0.0659,0.0967,0.0448,0.2807,0.1223,0.0547,0.0022,0.0168,0.0295,0.1285,0.2116,0.2063,5e-04,0,0.0695,0.0488,0.0609,0.1414,0.1551,0.0037,0.0054,0.0771,0.0039,0.0472,0.0147,7e-04,0.0631,0.0374,0.2154,0.0056,0.0092,0.0086,0.1561,0.0329,0.1162,0,0.0022,0.0141,0.0025,0.1515,0.0359,0.193,0.0298,0.6072,0.0753,0.0447,0.191,0.1386
0.1952,0.1973,0.3265,0.181,0.3579,0.1713,0.1882,0.3871,0.2148,0.3164,0.3275,0.2775,0.478,0.3157,0.4568,0.4024,0.2162,0.1956,0.3954,0.0794,0.1132,0.0182,0.0397,0.068,0.1747,0.114,0.2409,0.2472,0.0094,0.3732,0.1232,0.1079,0.1186,0.1024,0.0128,0.2512,0.2819,0.0824,0.001,0.0047,0.137,0.2294,0.1703,0.0821,0.1176,2e-04,0.0033,0.2292,0.0792,0.1232,0,0,0.1856,0.5706,0.2753,0.1392,0.3787,0.0544,0.3097,0.2184,0.3622,0,0.0104,0.2933,0.1046,0.1899,0.1163,0.1291,0.136,0.3742,0.2977,0.2018,0.1472,0.274
0.2317,0.1709,0.3217,0.2217,0.3985,0.0283,0.0293,0.126,0.0263,0.1594,0.2604,1e-04,0.3766,0.1839,0.2956,0.2877,0.0621,0.0562,0.2356,0.0017,0,0.0872,0.0027,0.007,0.0036,0.0846,0.0435,0.0985,0.0115,0.0019,0.1502,8e-04,0.1104,0.1009,7e-04,0.0409,0.0154,0.0664,0.0131,0.0364,0.0648,0.0961,0.0089,0.001,7e-04,4e-04,6e-04,0.1509,9e-04,0.1848,2e-04,0,0.0125,0.2393,0.1789,0.0056,0.157,0.0836,0.3894,0.0303,0.083,0,0,3e-04,6e-04,0.213,0.0262,0.1097,0.0178,0.2622,0.187,0.1354,0.0047,0.0588
0.0586,0.0058,0.1982,0.0683,0.2615,0.1938,0.2189,0.0064,0.1043,0.2052,0.0278,0.0546,0.1577,0.0112,0.016,0.0182,0.1731,0.1791,0.1948,0.0245,0.0294,0.0038,0.008,0.0161,0.0141,0.0345,0.007,0.0067,0.0014,0.2308,0.1356,0.089,0.0226,0.0226,0.0035,0.1639,0.1395,0.02,0.02,0,0.2042,0.2465,0.1405,0.0729,0.0872,0.0015,0.002,0.1304,0.0066,0.0298,4e-04,0.0018,0.1547,0.0055,0.1677,0.0891,0.182,0.0088,0.1896,0.1491,0.0085,0,0.0017,0.0539,0.0217,0.1881,0.0246,0.0048,0.1029,0.425,0.0097,0.0805,0.1567,0.0248
0,0.0027,0.1573,0.0618,0.1039,0.0332,0.0338,0.0078,0,0.0356,0.0217,0,8e-04,0.6351,0.084,0.084,0.0079,0.0092,0.0817,0.0386,0.0104,0.0064,0.0023,0.003,0,0.0023,0.2,0.1277,0.0454,0.0867,0.6181,0.1847,0.0217,0.0206,0,0.0119,0.0038,0.038,0,0,0.0583,0.0652,0.0141,0.0548,0.0755,0,0,0.011,0,0.0077,3e-04,0,0.0224,0.007,0.0226,0.0159,0.0355,0.0013,0.0534,0.0215,0.0106,0,0,0.0582,0.1084,0.0371,0.003,0.0039,0.0831,0.63,0.0036,0,0.0266,0.0438
0.0473,0.194,0.0574,0.0309,0.1097,0.0518,0.0562,0.1644,0.0326,0.175,0.2813,0.0938,0.0788,0.1102,0.1619,0.1576,0.0642,0.0474,0.0667,0.0346,0.038,0.0593,0.0034,0.0031,0.0207,0.0408,0.069,0.0819,0.0062,0.2183,0.0337,0.0107,0.0557,0.0557,0.0036,0.0452,0.0181,0.0641,0,0,0.0283,0.0512,0.0601,0.0619,0.1188,6e-04,0.0033,0.1218,0.0074,0.1058,6e-04,3e-04,0.054,0.1463,0.0689,0.0582,0.0926,0.1512,0.0564,0.0426,0.1476,0,0,0.0679,0.0723,0.0789,0.0013,0.1683,0.0206,0.1279,0.1256,0.0116,0.0382,0.0369
0.001,0.0205,0.0406,0.0357,0.1627,0.0186,0.0197,0.304,0.0044,0.0588,0.0288,0.0201,0.0116,0.0418,0.3158,0.2018,0.0222,0.0282,0.0578,0,0,0.0112,0.0011,0.0013,6e-04,0.0044,0.0072,0.0071,0.0039,0.0783,0.0334,0.018,0.012,0.0019,0.0012,0.0352,0.0193,7e-04,1e-04,5e-04,0.0242,0.0301,0.0067,0.0314,0.025,1e-04,7e-04,0.0075,1e-04,0.0205,0,0,0.0254,0.0749,0.017,0.0142,0.0302,0.0384,0.0725,0.0294,0.1314,0,0.0019,0.0091,0.0025,0.0079,1e-04,0.0662,0.0144,0.1314,0.0531,0.0158,0.0018,0.0259
0.0027,0.0441,0.0736,0.0309,0.1634,0.0199,0.0145,0.0669,0.0238,0.0386,0.0034,0.0022,0.004,0.0621,0.4827,0.4934,0.0143,0.0182,0.0155,0.0031,0.0015,0.0246,0.0216,0.0193,0.0293,0.057,0.0602,0.0616,0.136,0.2175,0.0264,0.0378,0.0524,0.0522,0.0153,0.011,0.0364,0.1265,0.1265,0.04,0.0382,0.0666,0.013,0.0034,0.0036,0.0025,9e-04,0.0585,0.0183,0.068,3e-04,0,0.0437,0.0356,0.2013,0.0109,0.0136,0.0094,0.0288,0.0214,0.0644,0,0.0013,0.0523,0.0201,0.025,0.0065,0.0364,0.0429,0.3638,0.0794,0.0362,0.0393,0.073
0.002,0.8767,0.0048,0.044,0.3255,0.0019,0.0011,0.1212,2e-04,6e-04,0.0266,0.1714,0.0045,0.9429,0.9429,0.9429,0.0109,0.0073,0.0025,3e-04,0.0017,0.0595,0.0029,0.0015,0.7555,0.8762,0.81,0.2009,0.81,0.1802,0.81,0.2395,0.9267,0.9267,3e-04,0.1058,0.0031,0.0395,0.0395,0.55,0.2237,0.7862,0.0703,6e-04,0.0134,0,0,0.2234,0.0721,0.5962,0,0,0.2701,0.1803,0.835,0.0084,0.003,0.3163,0.0077,0.0088,0.81,0,0,0,0,0.0528,0.1411,0.81,0.0259,0.5632,0.7962,0.1033,0.2117,0
0.006,0.278,0.2753,0.0065,0.3066,0.0045,0.0029,0.205,1e-04,0.1209,0.0206,0.011,0.1885,0.1938,0.126,0.1625,0.0045,0.003,0.2331,0.2095,8e-04,0.2182,0.0143,0.0585,0.0593,0.1788,0.295,0.2399,0.0812,0.0904,0.2273,0.0014,0.2315,0.2304,0.0017,0.032,0.0599,0.1265,0.0061,0.0632,0.0063,0.0586,0.0067,0.0059,0.0379,3e-04,0.0012,0.3106,0.0041,0.198,0,0,0.0082,0.1318,0.0708,0.0022,0.166,0.1602,0.2866,0.0036,0.2558,0,0,0.0135,0.01,0.218,0.0098,0.261,0.0031,0.1189,0.2543,0.0138,0.0026,0.1472
0.0396,0.4948,0.1678,0.2889,0.284,0.0236,0.0221,0.0253,0.0356,0.1448,0.6599,0.0744,0.2767,0.2394,0.7329,0.6989,0.0343,0.0385,0.1931,0.0049,1e-04,0.001,0.0174,0.0401,0.0027,0.0264,0.2564,0.3177,6e-04,0.5718,0.5718,0.0176,0.001,0.001,7e-04,0.0821,0.0587,0.2427,0.0081,0.0539,0.0613,0.0539,0.0162,0.0433,0.0139,3e-04,2e-04,0.5176,0.0025,0.0115,1e-04,0,0.1071,0.0058,0.622,0.0123,0.0984,0.0069,0.11,0.0637,0.0309,0,0,0.0552,0.0367,0.1198,0.0808,0.1517,0.0306,0.5693,0.1163,0.081,0.1122,0.1168
