run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50,run51,run52,run53,run54,run55,run56,run57,run58,run59,run60,run61,run62,run63,run64,run65,run66,run67,run68,run69,run70,run71,run72,run73,run74,run75,run76,run77,run78,run79,run80,run81,run82,run83,run84,run85,run86,run87,run88
0.07127,0.11672,0,0,0.09848,0,0.03993,0,0.03283,0.18946,0.11167,0.06633,0.05805,0.30637,0.10015,0.05805,0.05805,0.11559,0.025,0,0.07022,0.07022,0.07022,0.27975,0.27432,0.27975,0.16906,0,0.17416,0.17416,0.19035,0.17416,0.18737,0,0,0.05065,0,0.01451,0.01451,0.04568,0.14887,0,0.14887,0.02903,0.03663,0.03663,0,0.05124,0.20236,0.20236,0.17416,0.17416,0.17416,0.01392,0.08519,0.01392,0.01343,0,0.09848,0.24293,0.23949,0.35441,0.27975,0.27432,0.27975,0.02903,0.02903,0.07937,0.18985,0.18985,0.19247,0.17416,0.01935,0.19035,0,0.04354,0,0.01831,0.10386,0.10643,0.10776,0.04261,0.14887,0.14887,0.05522,0.20236,0,0.42479
0,0.02949,0.03583,0.11283,0.34465,0.11676,0,0.05222,0.00824,0.01894,0,0.10077,0,0.0988,0.07772,0,0,0.06889,0,0,0,0,0,0.36826,0.35954,0.36826,0,0,0.10098,0.10098,0.13944,0.03183,0.03183,0,0.01793,0.00867,0.01789,0,0,0,0.07217,0.01206,0.07217,0,0.1543,0,0.04853,0.26368,0.14199,0.01737,0.01809,0.01809,0.0434,0.00926,0,0.00926,0.08564,0.11283,0.34465,0.06105,0.11896,0.05196,0.36826,0.35954,0.36826,0,0,0.03005,0.2098,0.33227,0.06535,0.03183,0.00837,0.02508,0.01789,0,0,0,0.02535,0.02409,0.03167,0.03617,0.07217,0.07217,0.353,0.14199,0.24887,0.05479
0,0,0,0,0.07513,0.09572,0,0.12201,0.04341,0,0,0.01548,0,0,0,0,0,0,0,0,0,0,0,0.17106,0.17079,0.17106,0,0,0.04818,0.04818,0.05018,0.03345,0.03345,0,0,0,0,0,0,0.08791,0.18408,0,0.18408,0,0,0.5395,0.02383,0,0.0669,0,0,0,0,0,0,0,0,0,0.07513,0.1492,0.15028,0.16038,0.17106,0.17079,0.17106,0,0,0,0.03618,0.19596,0.13141,0.03345,0,0.0773,0,0,0,0,0,0,0,0.0669,0.18408,0.18408,0.09016,0.0669,0.06483,0.20921
0.8028,0.8429,0.85104,0.84786,0.92624,0.21146,0.88176,0.09225,0.20603,1,0.77877,0.85036,0.83976,0.96337,0.97359,0.93109,0.97844,0.92881,0.68539,0.49478,0.84636,0.84636,0.8616,0.94403,0.94403,0.94403,0.70929,0,0.92069,0.92069,0.80435,0.68432,0.64872,0.01578,0.60239,1,0.68632,0.5707,0.54217,1,0.71357,0.18268,0.73551,0.96525,1,1,0.75424,0.85898,0.87908,0.87908,0.81646,0.7824,0.86133,0.51294,0.93883,0.47947,0.85091,0.84786,0.92624,0.24916,0.28409,0.33238,0.94403,0.94403,0.94403,1,1,0.7646,0.52497,0.46417,0.1035,0.68432,0.47373,0.63535,0.68632,0.39654,0.77069,0.56147,0.62178,0.5949,0.58756,0.35681,0.71357,0.73551,0.72985,0.87908,0.66833,0.57563
0.10103,0.10957,0.23919,0.17074,0.13522,0.08407,0.19572,0.35397,0.15341,0.09397,0.10365,0.10301,0.16348,0.10103,0.10103,0.19446,0.207,0.1009,0.11262,0.09948,0.13435,0.13435,0.13435,0.59379,0.57329,0.59406,0.10349,0,0.34593,0.39084,0.33768,0.17448,0.17448,0,0.12745,0.01661,0.04741,0.02659,0.02659,0,0.13548,0.05452,0.06443,0.11923,0.03617,0.01809,0,0,0.06331,0.11389,0.22496,0.21659,0.28771,0.0942,0.05469,0.1057,0.2391,0.17074,0.13522,0.33901,0.40493,0.34444,0.59379,0.57329,0.59406,0.12646,0.12646,0.11778,0.43053,0.44972,0.10852,0.18299,0.15404,0.18468,0.04741,0.11911,0.04595,0.14232,0.20113,0.19824,0.21818,0.50076,0.13548,0.06443,0.00824,0.06331,0.12095,0.28372
0.45991,0.56381,0.42559,0.7671,0.88496,0,0.08483,0.08208,0.13139,0.88315,0.8851,0.8851,0.31608,0.68624,0.22807,0.06682,0,0.20875,0.42522,0.41371,0.01151,0.09422,0.30293,0.62866,0.62866,0.63529,0.91132,0,0.75257,0.75257,0.75257,0.16828,0.18656,0,0.65646,0.25595,0.69551,0.17674,0.17674,0.57592,0.70692,0.28979,0.70581,0.50823,0.63936,0.61589,0.08438,0.51339,0.60159,0.26999,0.08133,0.08148,0.39461,0.8857,0.59747,0.9119,0.88496,0.7671,0.88496,0.09065,0.083,0.08857,0.62866,0.62866,0.63529,0.63721,0.63721,0.94214,0.24762,0.54643,0.11942,0.16736,0.03331,0.25448,0.69551,0,0.59035,0.14432,0.37868,0.40533,0.53752,0.33295,0.70692,0.70581,0.66943,0.60159,0.91303,0.52963
0.16753,0.21788,0.12,0.11511,0.02122,0,0.08848,0.02558,0.17497,0.13219,0.08848,0.11316,0.08848,0.13219,0.21787,0.08848,0.16476,0.22262,0,0.14188,0.04424,0.04424,0.02265,0,0,0.08848,0.11239,0,0.08848,0.08848,0.08848,0,0,0,0.10895,0.13972,0.11717,0.11013,0.1097,0.16365,0,0.04515,0,0.04477,0.18698,0,0.04828,0.33558,0.1106,0.1106,0.03152,0.03811,0,0.11406,0.03152,0.11316,0.12,0.11511,0.02122,0.29967,0.18175,0.16237,0,0,0.08848,0,0,0.03423,0.08848,0.08848,0.11639,0,0,0,0.11717,0.16361,0.08848,0.11239,0.24653,0.25816,0.17128,0,0,0,0.08848,0.1106,0.1097,0.08537
0.41218,0.23763,0.2021,0.1763,0.07902,0.03215,0.11098,0.09344,0.05526,0.35161,0.11063,0.34904,0.06245,0.41933,0.33803,0.08687,0.15402,0.36683,0.37305,0.24303,0.21524,0.21524,0.24785,0.13883,0.13883,0.13883,0.12694,0,0.1093,0.1093,0.13121,0,0,0,0.27245,0.29761,0.26847,0.0859,0.07425,0.13928,0.17359,0.14464,0.17519,0.24282,0.24282,0.14012,0.15378,0,0.13074,0.13074,0.08773,0.08684,0.10516,0.41205,0.08256,0.35267,0.20943,0.1763,0.07902,0.10529,0.14469,0.13392,0.13883,0.13883,0.13883,0.03694,0.03694,0.23006,0.13532,0.11412,0.04327,0,0,0,0.26847,0.0431,0.0475,0.04613,0.39175,0.38976,0.42888,0.01381,0.17359,0.17519,0.34102,0.13074,0.37308,0.24079
0.12007,0.08137,0.09149,0.06703,0.13402,0.00548,0.03935,0.09684,0.03408,0.10227,0.1021,0.14145,0.05906,0.08403,0.1225,0.0601,0.06108,0.12237,0.08846,0.06036,0.02199,0.02199,0.02199,0.25365,0.25365,0.25365,0.07158,0,0.08533,0.08533,0.20238,0.16322,0.17389,0,0.55236,0.14196,0.90202,0.16332,0.04075,0.50845,0.1806,0.86799,0.1806,0.04669,0.74139,0.89719,0.15958,0.92315,0.11942,0.11942,0.06532,0.06532,0.0816,0.09682,0.12143,0.09682,0.09558,0.06703,0.13402,0.12992,0.20541,0.1421,0.25365,0.25365,0.25365,0.07281,0.07281,0.10045,0.18092,0.20007,0.00611,0.16322,0.0859,0.17458,0.90202,0.04397,0.13708,0.06922,0.09465,0.09521,0.09392,0.10071,0.1806,0.1806,0.16348,0.11942,0.22537,0.22051
0.51112,0.2417,0,0,0.52222,0.09564,0,0.06579,0.0096,0.36915,0.13666,0.36915,0,0.37016,0.32088,0,0,0.25693,0,0.01063,0,0,0,0.21003,0.21003,0.21003,0.13666,0,0.09763,0.09763,0.09119,0.08482,0.14054,0.02213,0.15713,0.46173,0.20306,0.36973,0.35849,0.4133,0.22735,0.4098,0.22735,0,0.41444,0.56755,0.00738,0.41444,0.41177,0.01373,0.06205,0.06205,0.07902,0.08525,0.23769,0.08525,0,0,0.52222,0.15881,0.15938,0.17477,0.21003,0.21003,0.21003,0.02251,0.02251,0.25751,0.1568,0.18344,0.0075,0.08482,0.05877,0.0922,0.20306,0.0075,0.3468,0.08545,0.05252,0.05097,0.04839,0.20811,0.22735,0.22735,0.41184,0.41177,0.2268,0.37993
0.18731,0.2591,0.17536,0.13554,0.2293,0.10934,0.01425,0.12976,0,0.28397,0.11747,0.15392,0.07017,0.20003,0.19203,0.47768,0.59837,0.17654,0.06161,0.16923,0,0,0,0.37346,0.37346,0.32691,0.23567,0.02415,0.40741,0.40741,0.60565,0.13368,0.10116,0,0.1369,0.03286,0.06948,0.26298,0.24339,0.4636,0.36429,0.22619,0.35182,0.28654,0.42438,0.13312,0.14777,0.33947,0.25363,0.12425,0.2024,0.19879,0.20192,0.0483,0.07102,0.06774,0.06774,0.13554,0.2293,0.11667,0.11784,0.08671,0.37346,0.37346,0.32691,0.11946,0.11946,0.18099,0.33067,0.45165,0.01494,0.13368,0,0.13668,0.06948,0.19363,0.14497,0.16993,0.24524,0.23899,0.24172,0.25985,0.36429,0.35182,0.3213,0.25363,0.03662,0.35992
0,0,0,0,0,0,0,0,0.27311,0,0.0233,0,0,0,0,0,0,0,0,0,0,0,0,0.19304,0.19304,0.17231,0,0,0.32976,0.32976,0.07618,0.11101,0.11234,0,0,0,0,0,0,0,0.08616,0,0.08616,0,0,0,0.0233,0,0,0,0.12708,0.12708,0.19622,0,0,0,0,0,0,0.07895,0.08221,0.0738,0.19304,0.19304,0.17231,0,0,0,0.10565,0.1847,0.17231,0.11101,0,0.16484,0,0,0,0,0,0,0,0,0.08616,0.08616,0.05744,0,0.02872,0.08616
0.03416,0.0873,0.06387,0,0.52468,0,0,0,0,0.04279,0.03416,0.04279,0,0.0786,0.27598,0.02146,0.02166,0.03416,0.06659,0.0145,0,0,0,0.03847,0.03847,0.03847,0.04498,0,0.01125,0.01125,0.02533,0,0,0,0.05108,0,0.06586,0.02611,0.04478,0.21131,0,0.01329,0,0.05898,0.07498,0.32821,0.15121,0.06071,0.05572,0.19791,0,0,0,0.03393,0.01047,0.03393,0.06387,0,0.52468,0.18705,0.1839,0.12686,0.03847,0.03847,0.03847,0.01047,0.01047,0.23096,0.03987,0.04656,0.04597,0,0,0.01177,0.06586,0,0.02367,0.0145,0.2137,0.20168,0.19527,0,0,0,0.21258,0.05572,0,0.17947
0,0,0.11388,0.27634,0,0,0.06685,0,0.07605,0,0,0,0,0,0,0,0,0,0,0,0.05271,0.05271,0.05271,0,0,0,0,0,0.04644,0.04644,0,0.05271,0.05271,0,0.03345,0.12864,0.06679,0.07764,0.14862,0,0,0,0,0,0,0,0.02383,0,0.06514,0.05801,0.10218,0.10218,0,0,0,0,0.12604,0.27634,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05271,0,0.04813,0.06679,0,0.12674,0,0,0,0,0,0,0,0,0.06514,0.01604,0
0.36962,0.42019,0.3702,0.35822,0,0,0.04285,0.07149,0.06712,0.01444,0.01416,0.01444,0.35017,0.28037,0.43714,0.3227,0.33529,0.37546,0.2767,0.40254,0.05924,0.05924,0.05924,0,0,0,0.23061,0.0139,0.08727,0.08727,0.0512,0,0,0.11655,0.13369,0.24524,0.06904,0.13066,0.1357,0,0,0,0,0.16691,0,0,0.01596,0,0.08105,0.08105,0.1024,0.10036,0.09383,0.32009,0.01511,0.32009,0.36704,0.35822,0,0.06757,0.07689,0.10064,0,0,0,0.06776,0.06776,0.36152,0,0,0.06531,0,0.15116,0,0.06904,0.08715,0.12644,0.05664,0.20795,0.17432,0.20226,0,0,0,0,0.08105,0.06666,0
0.11427,0.13168,0.15483,0.15563,0.23502,0.01369,0.46832,0.01135,0,0.39379,0,0.0782,0.04577,0.07276,0.04735,0.05757,0.21138,0.13835,0.06885,0.13043,0.08511,0.09765,0.09793,0.07414,0.07414,0.07357,0.05026,0,0.04412,0.0462,0.07492,0.19088,0.19332,0.08575,0.0953,0.13239,0.05636,0.19161,0.17068,0.24126,0.14867,0.08382,0.14585,0.08426,0.84556,0.152,0.05429,0.25877,0.088,0.088,0.07275,0.07275,0.05051,0.01578,0.01832,0.01578,0.1568,0.15563,0.23502,0.31701,0.31602,0.32095,0.07414,0.07414,0.07357,0.03563,0.03563,0.07671,0.0237,0.06573,0.19176,0.19088,0.09697,0.29451,0.05636,0.02367,0.14523,0.06135,0.11183,0.13809,0.10266,0.10566,0.14867,0.14585,0.25831,0.088,0.13164,0.47199
0.03749,0.02893,0.08613,0.21384,0.3287,0.01107,0.02547,0.16262,0.07868,0.03634,0.02089,0.0316,0.03235,0.09766,0.12332,0.03417,0.03458,0.07912,0.07709,0.09391,0.0821,0.0821,0.0821,0.34063,0.53781,0.34063,0.05062,0,0.20493,0.20493,0.14187,0.18145,0.19517,0,0.3384,0.06562,0.30282,0.17983,0.13263,0.30244,0.04214,0.01815,0.04214,0.06556,0.05464,0.11512,0.04826,0.27446,0.21857,0.21857,0.08979,0.08979,0.11288,0.02249,0.01053,0.02249,0.22315,0.21384,0.3287,0.23853,0.28812,0.27417,0.34063,0.53781,0.34063,0,0,0.20635,0.21308,0.22346,0.02107,0.18145,0.0499,0.16429,0.30282,0,0.11774,0.02186,0.20978,0.14932,0.23691,0.19822,0.04214,0.04214,0.35602,0.21857,0.13817,0.2819
0,0,0,0,0,0,0,0.13298,0.01009,0.54304,0,0.58127,0,0.16921,0,0,0,0,0,0,0.0095,0.0095,0.0095,0.03137,0.03137,0.03027,0,0,0.01141,0.01141,0.01399,0.09963,0.11657,0.01689,0,0.00978,0,0.01289,0.01399,0.48143,0.13009,0,0.13009,0,0.515,0.67687,0.01289,0.31747,0.22773,0.22773,0,0,0,0,0,0,0,0,0,0.25458,0.24961,0.24255,0.03137,0.03137,0.03027,0,0,0.27478,0.02029,0.06441,0.03423,0.09949,0.00867,0.10264,0,0,0.01089,0,0,0,0,0.02282,0.13009,0.13009,0.09447,0.22773,0.01558,0.05492
