run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run11,run12,run13,run14,run15,run16,run17,run18,run19,run20,run21,run22,run23,run24,run25,run26,run27,run28,run29,run30,run31,run32,run33,run34,run35,run36,run37,run38,run39,run40,run41,run42,run43,run44,run45,run46,run47,run48,run49,run50,run51,run52,run53,run54,run55,run56,run57,run58,run59,run60,run61,run62,run63,run64,run65,run66,run67,run68,run69,run70,run71,run72,run73,run74,run75,run76,run77,run78,run79,run80,run81,run82,run83,run84,run85,run86,run87,run88,run89,run90,run91,run92,run93,run94,run95,run96,run97,run98,run99,run100,run101,run102,run103
0.0642,0.0041,0.0871,0.0285,0.0058,0.0044,2e-04,0.0025,0.0873,0.0863,0.0295,0.0019,0.0171,0.1027,0.0513,0.1107,0.1639,0.0026,0.0224,0.0185,4e-04,4e-04,0,0.0019,0.0018,0.0862,0.0073,0.0064,0,0.049,0.0638,0.0629,0.0391,0.0096,0.0071,0.1987,0.0017,0.0437,0.0819,0.0764,0.0421,0.0432,0.0298,0.044,0.051,0.0087,0.0619,0.0315,0.0346,0.026,0.0164,0.0142,0.0159,0.0123,8e-04,0,0,0,0,0.076,0.0017,0.0015,0.0129,0.0033,0.0116,0.0397,0.0018,0.0026,0.0927,0.0265,0.0429,0.0594,0.0157,0.026,0.0315,0.026,0.0036,0.0084,0.0074,0.006,0.0129,0.0336,0.0055,0.0366,0.0105,0.0837,0.0152,0.0599,0.0066,4e-04,0.1316,0.1135,0.0699,0.0546,0.0088,0.0336,0.0059,0.0065,0.0039,0.0092,0.0029,0.0724,0.1235
0.2616,0.0523,0.1995,0.2022,0.1035,0.1052,0.0417,0.0577,0.2742,0.3493,0.0284,0.0367,0.066,0.2891,0.5202,0.5555,0.5435,0.0044,0.1697,0.052,0.0078,0.0081,0.0641,0.1423,0.0775,0.1853,0.0436,0.0243,0.051,0.8039,0.1594,0.1252,0.5571,0.5058,0.2922,0.7205,0.0634,0.2046,0.2462,0.2397,0.18,0.1964,0.1904,0.0778,0.1465,0.0824,0.377,0.3398,0.3644,0.3086,0.2436,0.2304,0.0383,0.0366,0,0,3e-04,0.0015,0.0394,0.0163,0.0822,0.0845,0.1946,0.1315,0.2322,0.199,0.1107,0.1092,0.2086,0.1626,0.2609,0.3793,0.1319,0.3086,0.3398,0.0859,0.0958,0.0489,0.0375,0.0472,0.1494,0.14,0.194,0.3182,0.2675,0.1399,0.092,0.2012,0.3153,0.0081,0.8061,0.0643,0.0767,0.0825,0.0435,0.028,0.1765,0.2195,0.478,0.5758,0.0994,0.6744,0.8045
0.2489,0.2775,0.3958,0.2347,0.3398,0.3482,0.3317,0.3453,0.3314,0.2921,0.2307,0.3219,0.1482,0.2293,0.2254,0.2349,0.2458,0.423,0.4647,0.3233,0,0,0.2462,0.1928,0.1927,0.423,0.3401,0.1633,0.0961,0.28,0.2796,0.2433,0.255,0.1938,0.0415,0.2784,0.391,0.3743,0.006,0.3108,0.3502,0.3949,0.025,0.0127,0.146,0.2288,0.0829,0.4151,0.4043,0.3985,0.2472,0.2375,0.2952,0.2488,0.2007,0.0676,0.0528,0.1077,0.0107,0.166,0.3053,0.2852,0.241,0.3916,0.3884,0.3162,0.34,0.3549,0.3482,0.3738,0.3244,0.341,0.3145,0.3985,0.4151,0.1097,0.11,0.275,0.275,0.2757,0.2354,0.2274,0.1908,0.4575,0.4114,0.4277,0.2328,0.2392,0.2619,0.0659,0.2501,0.3701,0.3462,0.3065,0.1983,0.0226,0.1209,0.1277,0.4209,0.19,0.2611,0.2593,0.2322
0.3058,0.2284,0.3199,0.1238,0.1243,0.1396,0.1413,0.3336,0.3295,0.3336,0.2361,0.2713,0.2428,0.2004,0.4124,0.3194,0.0879,0.2952,0.3099,0.2803,0.0253,0.0259,0.3111,0.2356,0.2356,0.2417,0.2436,0.2637,0.0707,0.3409,0.0869,0.079,0.1727,0.2129,0.0775,0.18,0.2338,0.2291,0.1887,0.2471,0.224,0.1895,0.1088,0.1174,0.2088,0.2232,0.4674,0.3331,0.3177,0.2965,0.186,0.1915,0.1105,0.106,0.0683,0.0051,2e-04,0.0058,0.0752,0.0248,0.0741,0.0663,0.0676,0.317,0.313,0.3005,0.3552,0.3575,0.2838,0.2994,0.2691,0,0.1267,0.2965,0.3331,0.231,0.2265,0.0468,0.0237,0.0127,0.3249,0.2267,0.2869,0.3545,0.3984,0.3951,0.325,0.3236,0.306,0.0543,0.7168,0.2393,0.2997,0.3022,0.2151,0.0526,0.1953,0.2019,0.3466,0.252,0.3264,0.7125,0.7558
0.2853,0.2097,0.4276,0.1759,0.1583,0.1562,0.1101,0.1358,0.1984,0.228,0.4286,0.2191,0.2584,0.4641,0.4831,0.4548,0.2906,0.1863,0.3131,0.5305,0,0,0.2479,0.2038,0.2306,0.3024,0.1745,0.1887,0.2083,0.1253,0.1616,0.1466,0.1096,0.1668,0.1488,0.1044,0.241,0.2516,0.2516,0.303,0.2691,0.2244,0.1605,0.2353,0.4201,0.0787,0.2856,0.2851,0.2812,0.2567,0.3288,0.3476,0.11,0.1127,0.0417,0.0142,0.0107,0.0136,0.037,0.0563,0.1768,0.1931,0.1223,0.1205,0.1889,0.0915,0.0719,0.0923,0.1654,0.2,0.366,0.5003,0.3421,0.2567,0.2851,0.4921,0.3981,0.222,0.1193,0.1165,0.2564,0.2394,0.2313,0.258,0.225,0.3239,0.5943,0.616,0.2859,0.1067,0.357,0.2827,0.4055,0.3345,0.1663,0.1874,0.3432,0.346,0.1121,0.2181,0.2533,0.0028,0.2604
0.0503,0.018,0.2999,0.0047,0.0035,0.0025,0.0108,0.2968,0.4297,0.428,0.0111,0.0177,0.0581,0.2886,0.3562,0.4854,0.4617,0.2419,0.0736,0.1077,0,0,0.0037,0.0961,0.096,0.3624,0.2093,0.1067,0.004,0.2933,4e-04,3e-04,0.2476,0.001,0.0586,0.4804,0.0084,0.1024,0.1962,0.0356,0.1647,0.2499,0.0401,0.0464,0.3375,0.1022,0.3903,0.2312,0.2312,0.2556,0.0397,0.0229,3e-04,1e-04,0,1e-04,0,3e-04,0.0011,8e-04,0.0085,0.0109,1e-04,0.3352,0.5179,0.468,0.016,0.0213,0.2938,0.0043,0.0184,0.0309,0.0097,0.2312,0.2556,0.0044,0.0044,0.0909,0.1032,0.0761,0.0081,0.0038,7e-04,0.1147,0.05,0.1034,0.236,0.0908,0.1619,5e-04,0.3425,0.0164,0.0763,0.0215,0.003,6e-04,0.0123,0.0185,0.0775,0.0311,0.0774,0.0699,0.4204
0.3744,0.339,0.3493,0.2378,0.1054,0.1054,0.0672,0.3204,0.3168,0.3394,0.3888,0.2698,0.2239,0.1788,0.4195,0.3524,0.241,0.343,0.2811,0.3039,0.0066,0.0077,0.3356,0.302,0.1117,0.2675,0.2369,0.241,0.198,0.0754,0.2543,0.2405,0.1866,0.3531,0.2523,0.4071,0.2289,0.2259,0.2171,0.245,0.2424,0.2148,0.1509,0.1611,0.128,0.1209,0.3135,0.3062,0.3062,0.3057,0.2636,0.2953,0.1773,0.1645,0.0046,0.0382,0.0156,0.0417,0.067,0.0326,0.228,0.2188,0.203,0.4246,0.4063,0.2156,0.3735,0.3866,0.3719,0.2639,0.3106,0.3384,0.192,0.2665,0.2659,0.2836,0.3008,0.3098,0.3091,0.2444,0.2732,0.2858,0.2322,0.3592,0.3327,0.3322,0.4634,0.3752,0.4194,0.0447,0.3298,0.3881,0.4049,0.3406,0.266,0.3807,0.2459,0.2969,0.4171,0.4263,0.1269,0.3302,0.2315
0.0211,0.0089,0.0067,0.0023,0.0058,0.0049,5e-04,0.0065,0.0533,0.1008,0.0117,0.0053,0.0455,0.0569,0.0371,0.0064,0.0083,0.0024,0.0818,0.0384,3e-04,3e-04,0.0103,0.0051,0.0106,0.0654,0.0084,0.0078,0.0077,0.037,0,0,0.0058,0.0062,0.002,0.13,0,9e-04,0.0011,0.1244,0.1299,0.1208,0.0378,0.016,0.0867,0.0024,0.0318,0.01,0.0306,0.0149,0.0172,0.0193,0.0027,0.0053,0.0065,0,0,0,2e-04,0.0129,0.0093,0.0094,0.0501,0.0042,0.0109,0.0378,0.0068,0.0078,0.0108,0.0151,0.0144,0.0143,0.0114,0.0306,0.0149,0.0139,0.0515,0.0034,8e-04,0,0.008,0.0048,0.0037,0.0226,0.0093,0.0142,0.0307,0.2003,0.0081,3e-04,0.1899,0.0121,0.0108,0.0171,0.0032,0.003,0.0094,0.0106,0.0705,0.0647,0.0107,0.0155,0.0874
0.4355,0.0014,0.1712,0.0209,0.0285,0.1261,0.2375,0.0034,0.0089,0.0061,0.269,0.0703,0.0244,0.3658,0.366,0.3171,0.0862,0.0303,0.0034,0.0157,0,0,0,0.0282,0.3773,0.0037,0.0079,0.0021,0.3398,6e-04,0.0075,0.0037,0.2626,0.0172,0.0042,0.1918,0.0674,0.0359,3e-04,0.0309,0.0112,0.0132,5e-04,0.0061,0.0504,0.263,0.3753,0.0862,0.2575,0.0441,0.0526,0.0538,0.0782,0.077,0.0379,0,0,0,0.0838,0.0124,0.1532,0.0671,0.1291,0.4002,0.4029,0.379,0.05,0.0449,0.0773,0.1194,0.0947,0.0562,0.0829,0.2575,0.0441,0.0341,0.064,0.0245,0.0224,0.0299,0.0679,0.0679,0.0073,0.2201,0.2944,0.3349,0.0314,0.0266,0.0031,0.0642,0.2331,0.0746,0.0141,0.1123,0.0371,0.019,0.0525,0.0404,0.2709,0.3503,0.3113,0.4264,0.5962
0.2927,0.1847,0.3458,0.3075,0.2903,0.2908,0.2715,0.3696,0.3719,0.3126,0.1955,0.0992,0.0814,0.0703,0.2455,0.3594,0.2934,0.3513,0.2193,0.1113,0,0,0.233,0.2988,0.1184,0.1713,0.0659,0.167,0.1429,0.2488,0.149,0.0525,0.078,0.1507,0.1632,0.0744,0.1382,0.1066,0.102,0.3146,0.0803,0.0582,0.0044,0.0017,0.0089,0.3356,0.4845,0.2576,0.2164,0.2397,0.0223,0.0367,0.3538,0.3254,0.428,0,0,0,0.0213,2e-04,0.1402,0.2269,0.1402,0.1487,0.1791,0.3586,0.2139,0.2621,0.4124,0.2807,0.2605,0.2703,0.0202,0.2164,0.2397,0.2661,0.2649,0.3155,0.3135,0.165,0.1768,0.1886,0.2398,0.3722,0.323,0.3832,0.2162,0.1785,0.1871,9e-04,0.1264,0.2399,0.2972,0.1617,0.1896,0.0183,0.0295,0.0341,0.2969,0.2038,0.1756,0.0319,0.0206
0.0546,0.0697,0.1102,0.0425,0.0471,0.0493,0.01,0.0254,0.0514,0.0602,0.0495,0.0308,0.0243,0.0792,0.0697,0.1085,0.1642,0.031,0.0496,0.0472,0.0015,0.0016,0.047,0.0527,0.0065,0.0409,0.0477,0.0199,0.0155,0.0244,0.0426,0.0234,0.0195,0.0214,0.0364,0.0313,0.0213,0.0456,0.0081,0.048,0.0444,0.047,0.0646,0.0592,0.0116,0,0.0859,0.0564,0.056,0.0592,0.044,0.0442,0.0129,0.0123,0.0034,0,0,0,0.0026,0.0407,0.0131,0.0123,0.0123,0.0542,0.0489,0.0596,0.0106,0.017,0.0515,0.0582,0.0515,0.0453,0.0489,0.056,0.0592,0.041,0.0409,0.0074,0.0026,0.0036,0.0538,0.0577,0.0433,0.054,0.0247,0.0635,0.05,0.0231,0.045,0.0173,0.0715,0.0465,0.0533,0.0478,0.0444,0.0065,0.0463,0.0454,0.0436,0.0471,0.017,0.0934,0.1235
0.5896,0.5671,0.683,0.3109,0.2674,0.2703,0.208,0.4904,0.3664,0.3512,0.4909,0.3373,0.3623,0.6107,0.591,0.3966,0.3947,0.4612,0.419,0.4411,0.0092,0.0094,0.5668,0.3717,0.3717,0.4446,0.6439,0.2889,0.3009,0.4116,0.2652,0.2691,0.3127,0.3618,0.3709,0.38,0.3708,0.3779,0.3758,0.4781,0.3516,0.3337,0.3837,0.3465,0.3123,0.2209,0.5824,0.4384,0.5968,0.4313,0.35,0.3504,0.261,0.2592,0.1025,0.068,0.0064,0.0612,0.0636,0.0368,0.364,0.4068,0.2973,0.5442,0.4464,0.5089,0.6765,0.6848,0.425,0.4094,0.378,0.3554,0.2874,0.5968,0.4313,0.3389,0.3521,0.2522,0.242,0.2529,0.6167,0.6261,0.5953,0.5895,0.2478,0.5803,0.4544,0.3688,0.4062,0.0518,0.6233,0.4976,0.5116,0.5075,0.4196,0.2346,0.3394,0.3714,0.3274,0.4865,0.4713,0.4527,0.5258
0.0073,0.0243,0.3224,0.0034,0.0074,0.0067,0.0058,0.0151,0.0174,0.0256,0.024,0.0177,0.016,0.1507,0.6051,0.4742,0.3806,0.0144,0.0128,0.0147,2e-04,3e-04,0.02,0.0159,0.0159,0.0177,0.0142,0.015,0.0122,0.0199,0.0065,0.0051,0.046,0.0136,0.0111,0.0935,0.0117,0.0193,0.0213,0.0262,0.0256,0.0268,0.0272,0.0189,0.0308,0.0035,0.5679,0.0212,0.0232,0.0166,0.0527,0.0515,0.0027,0.0029,0.0016,0,0,0,0.0011,0.0083,0.0178,0.0177,0.0181,0.0222,0.0156,0.1719,0.0291,0.0253,0.0321,0.0231,0.0333,0.0337,0.0201,0.0232,0.0166,0.0284,0.0441,0.0021,0.0018,0.0062,0.0332,0.035,0.0702,0.0251,0.0203,0.029,0.022,0.0376,0.0562,0.0032,0.4836,0.0571,0.0803,0.0528,0.021,0.0139,0.0378,0.0435,0.124,0.0229,0.0188,0.3045,0.5209
0.1658,0.1917,0.0901,0.0917,0.225,0.2269,0.1955,0.1972,0.2169,0.193,0.2179,0.2047,0.1929,0.1758,0.163,0.1256,0.1101,0.2166,0.2219,0.246,0.051,0.0571,0.125,0.1947,0.1947,0.2294,0.255,0.2398,0.0832,0.0754,0.1193,0.1566,0.1272,0.2286,0.233,0.1731,0.1694,0.2039,0.082,0.262,0.2708,0.2686,0.1001,0.1405,0.1741,0.1419,0.0447,0.1974,0.1989,0.1992,0.1928,0.197,0.1441,0.1579,0.0076,0.0287,0.0025,0.0311,0.0459,0.0465,0.1281,0.1315,0.1167,0.154,0.1385,0.1626,0.125,0.1421,0.1765,0.1309,0.1382,0.1659,0.1769,0.1989,0.1992,0.2005,0.2089,0.0865,0.0875,0.1071,0.2056,0.2059,0.242,0.2236,0.2155,0.2299,0.2169,0.1519,0.1595,0.0655,0.3142,0.2413,0.2607,0.2267,0.2348,0.0454,0.2329,0.2446,0.2024,0.2827,0.1621,0.0742,0.1495
0.3003,0.3993,0.4382,0.0794,0.0468,0.0676,0.0551,0.5696,0.4851,0.5408,0.2803,0.2557,0.109,0.1205,0.1415,0.2733,0.1898,0.5076,0.23,0.141,0.0066,0.0064,0.2264,0.2345,0.2345,0.1024,0.2681,0.1978,0.1269,0.0987,0.0894,0.0837,0.1065,0.4631,0.4345,0.0804,0.2429,0.236,0.1918,0.1541,0.1092,0.0844,0.0871,0.0953,0.1195,0.0338,0.3743,0.2215,0.3421,0.2824,0.199,0.2002,0.0452,0.0516,0.0578,9e-04,0,0.0026,0.0028,0.0608,0.1772,0.182,0.107,0.4324,0.1639,0.1263,0.4291,0.359,0.4536,0.2207,0.1914,0.1732,0.1083,0.3421,0.2824,0.1976,0.2128,0.047,0.0184,0.0226,0.3035,0.3347,0.3215,0.4578,0.4435,0.4012,0.2267,0.3843,0.5791,0.0099,0.0932,0.1401,0.1178,0.154,0.1885,0.0497,0.3452,0.3945,0.0343,0.1068,0.1787,0.2251,0.1479
0.0309,0.045,0.0582,0.0057,0.0045,0.0045,0.0055,0.056,0.0362,0.044,0.0516,0.0309,0.0142,0.0449,0.0917,0.1205,0.0481,0.0313,0.0338,0.0271,0.0047,0.0049,0.0291,0.0296,0.0159,0.0297,0.0328,0.0407,0.0219,0.0759,0.0048,0.0045,0.0182,0.0526,0.0482,0.0217,0.0165,0.0137,0.0137,0.0095,0.0062,0.007,0.015,0.0126,0.0107,0.0021,0.0565,0.0268,0.0286,0.0266,0.0294,0.0285,0.0068,0.007,0.0031,0,0,0,0.0013,0.0019,0.0611,0.0596,0.0049,0.0106,0.0065,0.0218,0.0164,0.0149,0.0247,0.0251,0.0281,0,0.0172,0.0286,0.0266,0.0025,0.0024,0.0067,0.0067,0.004,0.0134,0.0203,0.0141,0.0426,0.0378,0.0406,0.0129,0.0341,0.0283,4e-04,0.0923,0.0205,0.0307,0.0222,0.0232,0.0091,0.0021,0.0032,0.0405,0.0405,0.0088,0.0236,0.015
0.1315,0.089,0.2151,0.2717,0.1509,0.1449,0.1008,0.1195,0.1745,0.1626,0.2687,0.1138,0.301,0.2931,0.1069,0.2041,0.2734,0.0868,0.111,0.3102,0.0408,0.0407,0.1295,0.0973,0.1003,0.1359,0.1079,0.112,0.0976,0.0635,0.1291,0.0841,0.0304,0.074,0.0665,0.3607,0.0766,0.0849,0.0308,0.156,0.1571,0.1492,0.1209,0.1748,0.2225,0.1268,0.104,0.2605,0.2605,0.1817,0.2965,0.3074,0.0679,0.0655,0.0263,0,0,0,0.0139,0.0246,0.0845,0.0991,0.1261,0.1079,0.1228,0.1582,0.1125,0.1188,0.126,0.1033,0.249,0.2469,0.2754,0.2605,0.1817,0.1292,0.1248,0.1027,0.0606,0.0581,0.1134,0.0857,0.0896,0.1624,0.1433,0.2289,0.2563,0.1089,0.1135,0.0376,0.3189,0.2655,0.2961,0.3424,0.1366,0.1936,0.1739,0.1851,0.125,0.0838,0.1209,0.322,0.2
0.2598,0.026,0.2111,0.2078,0.0766,0.0692,0.0211,0.0462,0.4078,0.4326,0.1981,0.0198,0.2123,0.2677,0.3416,0.246,0.213,0.0572,0.3528,0.287,0.0114,0.0128,0.0021,0.0294,0.0294,0.3948,0.0753,0.0348,0,0.0066,0.0889,0.0792,0.1802,0.025,0.0142,0.1359,0.0457,0.3419,0.2637,0.3328,0.4285,0.3803,0.0984,0.0422,0.1125,0,0.2543,0.2902,0.23,0.3083,0.2784,0.2739,0.1784,0.1639,0.0072,9e-04,0,0.001,0.0801,0.0214,0.0143,0.0146,0.1828,0.0666,0.1555,0.3249,5e-04,0.0017,0.5021,0.3737,0.2869,0.3389,0.2242,0.23,0.3083,0.2997,0.263,0.0795,0.0202,0.022,0.0693,0.1023,0.0828,0.3186,0.033,0.2079,0.2534,0.4434,0.0443,0.0159,0.2101,0.1713,0.1457,0.224,0.0133,0.0207,0.1716,0.1834,0.2095,0.2506,0.0313,0.0352,0.0464
0.0011,0.0523,0.0082,1e-04,1e-04,1e-04,1e-04,0.0027,0.0011,8e-04,0.0038,0.0136,0.0011,0.0882,0.0281,0.4665,0.3502,3e-04,1e-04,8e-04,0,0,0.0208,0.0107,0.0107,0.0022,0.0576,0.0384,0.0083,9e-04,0,0,0.0768,9e-04,0.0011,0.0148,0.0054,0.0045,1e-04,0.0016,7e-04,8e-04,0.0019,0.0017,2e-04,1e-04,0.4906,0.0017,0.02,0.002,0,0,1e-04,2e-04,0,2e-04,0,1e-04,8e-04,0,0.0074,0.009,0.0014,0.0044,0.0038,0.0021,0.0475,0.041,0.0086,0.0073,0.0023,0.0025,1e-04,0.02,0.002,3e-04,2e-04,1e-04,1e-04,1e-04,0.0114,0.0177,0.025,0.0029,0.0614,0.0085,6e-04,0.0017,6e-04,1e-04,0.3346,5e-04,0,0.0011,0.0073,4e-04,0.0017,0.0016,0.0279,0.0305,0.0086,0.0369,0.0369
0.2339,0.336,0.0434,0.0734,0.0464,0.0682,0.0323,0.2057,0.3601,0.158,0.4455,0.0893,0.2041,0.1964,0.2834,0.3677,0.532,0.3807,0.3968,0.3151,4e-04,4e-04,0.0874,0.1024,0.1024,0.1813,0.3744,0.424,0.093,0.1119,0.0352,0.074,0.2734,0.4575,0.4254,0.1667,0.1007,0.1783,0.0676,0.4122,0.2201,0.2996,0.085,0.0842,0.134,0.0474,0.2256,0.323,0.323,0.2806,0.313,0.2592,0.0244,0.0188,0.0016,0,0,1e-04,0.0105,0.0515,0.088,0.0919,0.1341,0.1475,0.1948,0.1437,0.1088,0.1109,0.4891,0.1491,0.1418,0.0129,0.1222,0.323,0.2806,0.1047,0.1639,0.0212,0.0209,0.0297,0.1228,0.1011,0.1671,0.2439,0.2644,0.2708,0.2004,0.451,0.2267,0.0123,0.1119,0.1967,0.3363,0.1642,0.0775,0.0481,0.1169,0.1525,0.4341,0.0744,0.1123,0.1119,0.1119
0.0145,0,0.2805,6e-04,0.0606,0.0547,0.0243,0.1441,0.4451,0.456,0.1865,0.0771,0.0355,0.278,0.1962,0.187,0.2219,0.0805,0.4201,0.243,0,0,0.0284,0.0977,0.0377,0.5135,0.1008,0.1433,0,0.2082,0.0241,0.0221,0.2286,0.1136,0.1637,0.1185,0.0578,0.2665,0.0171,0.1564,0.0942,0.1259,0.3596,0.3191,0.1793,0.0274,0.2131,0.4975,0.4938,0.5006,0.2544,0.2894,0.0037,0.0068,0,0.0029,4e-04,0.0046,8e-04,0.0343,0.1504,0.1635,0.1716,0.144,0.4107,0.3152,0.1324,0.1604,0.449,0.2402,0.2164,0.3768,0.0735,0.4938,0.5006,0.1762,0.1485,0.046,0.046,0.105,0.3353,0.4278,0.3861,0.5172,0.4677,0.5261,0.0015,0.0076,0.1668,8e-04,0.0766,0.2943,0.2899,0.1969,0.0795,0.0233,0.1601,0.1875,0.4113,0.4148,0.2244,0.2633,0.3526
0.4238,0.4814,0.5277,0.166,0.2815,0.3093,0.3376,0.4483,0.4895,0.51,0.4082,0.4363,0.3038,0.4333,0.2557,0.2492,0.2769,0.4752,0.4781,0.4579,0.0738,0.0724,0.4695,0.4843,0.2122,0.383,0.4838,0.4984,0.1678,0.414,0.1445,0.127,0.1082,0.3463,0.0572,0.2621,0.1417,0.1443,0.0892,0.1216,0.1165,0.108,0.184,0.1629,0.1126,0.1342,0.3476,0.1346,0.1346,0.1346,0.2913,0.3108,0.409,0.3753,0.4535,0.0069,0.0059,0.0054,0.2058,0.0728,0.31,0.2771,0.2357,0.269,0.2695,0.3922,0.5133,0.5056,0.5,0.4382,0.4161,0.4473,0.2629,0.1346,0.1346,0.0972,0.0596,0.3,0.3028,0.282,0.4336,0.4342,0.4299,0.4196,0.441,0.4216,0.2883,0.3307,0.3746,0.0188,0.4538,0.4136,0.4206,0.4051,0.472,0.0836,0.07,0.0826,0.3658,0.106,0.2,0.3048,0.3048
0.1818,0.0623,0.166,0.0284,0.1135,0.1063,0.0737,0.231,0.2015,0.2163,0.0839,0.0639,0.1538,0.2087,0.608,0.563,0.514,0.0488,0.0132,0.0995,0,0,0.0546,0.0336,0.1711,0.1618,0.1737,0.1671,0.0965,0.1306,0.0029,0.0017,0.0841,0.1944,0.1807,0.3504,0.1049,0.1323,0.1223,0.1331,0.1521,0.1517,0.0204,0.0328,0.1034,0.0721,0.5913,0.128,0.128,0.1224,0.0771,0.0562,0.0084,0.0082,2e-04,0.0141,0.0096,0.0144,0.0074,0.0397,0.0236,0.0161,0.0727,0.1911,0.1805,0.4383,0.0223,0.0272,0.154,0.0341,0.082,0.0661,0.0528,0.128,0.1224,0.0314,0.0306,0.0749,0.0861,0.0945,0.0149,0.003,0.0346,0.1418,0.1478,0.1684,0.2996,0.2747,0.2322,0.0012,0.628,0.0871,0.3483,0.0944,0.0408,0.0024,0.0044,0.0048,0.181,0.1525,0.1496,0.1166,0.2071
0.067,0.0052,0.0871,0.079,0.0767,0.0842,0.0222,0.0836,0.1476,0.0778,0.1262,0.0196,0.0095,0.0538,0.1313,0.2065,0.2034,8e-04,0.008,0.0655,0,0,6e-04,0.0195,0.1258,0.0106,0.0015,0.013,0.0549,0.0686,0.0025,0.0021,0.0615,0.0023,8e-04,0.1121,0.0011,0.011,0,0.163,0.1661,0.1419,7e-04,0.011,0.1493,0.0211,0.1648,0.1005,0.1019,0.0878,0.0829,0.0781,0.0016,0.0011,1e-04,0,0,0,0,0.0147,0.0027,0.0049,0.119,0.0178,0.0225,0.0575,0.0022,0.0039,0.0879,0.0485,0.089,0.081,0.0251,0.1019,0.0878,0.0709,0.0707,0.002,0.0019,0.0019,0.0232,0.0068,0.0027,0.1115,0.0333,0.0952,0.0218,0.0021,0.0166,7e-04,0.2051,0.0696,0.0649,0.0675,0.0024,0.0031,0.0105,0.0115,0.001,0.001,0.1436,0.1436,0.302
0.184,0.1664,0.2194,0.0081,0.188,0.1849,0.1583,0.1509,0.1013,0.0673,0.2806,0.0303,0.0332,0.1469,0.1675,0.2036,0.1913,0.0618,0.1373,0.1902,0.0029,0.0043,0.0287,0.1581,0.0894,0.1335,0.184,0.1816,0.0971,0.0455,0.1378,0.1431,0.0341,0.2169,0.0934,0.1781,0.073,0.1007,0.1007,0.1246,0.1045,0.1287,0.0585,0.0631,0.0814,0.1326,0.1492,0.1814,0.1879,0.1795,0.1486,0.1538,0.1355,0.1429,0.1317,0.0261,0.0016,0.0282,0.0449,0.0145,0.1004,0.1075,0.1137,0.1459,0.1365,0.1957,0.1848,0.1794,0.1228,0.1549,0.1983,0.1793,0.0679,0.1879,0.1795,0.1583,0.1395,0.1104,0.1065,0.1148,0.1978,0.2069,0.1734,0.1691,0.2108,0.2783,0.1506,0.1509,0.1821,0.0822,0.1172,0.2038,0.1728,0.2004,0.1474,0.0635,0.1246,0.1457,0.1547,0.108,0.1711,0.0996,0.2131
0.3774,0.3447,0.3109,0.2926,0.3493,0.2753,0.1633,0.5164,0.4976,0.4684,0.4781,0.3231,0.3663,0.4755,0.5214,0.5068,0.4487,0.5434,0.551,0.5739,0.0014,0.0014,0.3324,0.3478,0.3478,0.3944,0.3817,0.4856,0.3326,0.3594,0.2374,0.256,0.4249,0.5965,0.5372,0.3188,0.3436,0.3848,0.2952,0.4434,0.4165,0.4279,0.3144,0.334,0.3959,0.0612,0.5022,0.5772,0.6087,0.4848,0.5354,0.5307,0.1074,0.1095,0.003,0.0043,0.0041,0.011,0.0222,0.3439,0.3352,0.3382,0.3314,0.3984,0.4094,0.4869,0.3001,0.3153,0.4561,0.2513,0.3418,0.2986,0.4139,0.6087,0.4848,0.138,0.1877,0.1914,0.1037,0.1211,0.3208,0.3182,0.2661,0.4695,0.3802,0.4719,0.3485,0.3317,0.2997,0.0366,0.3507,0.4078,0.5118,0.3956,0.2708,0.1293,0.143,0.1464,0.2816,0.2058,0.3475,0.3806,0.3815
0.0094,0.1383,0.2407,0.0049,0.0136,0.0125,0.0085,0.079,0.0693,0.16,0.1941,0.0441,0.0505,0.2851,0.1061,0.541,0.6125,0.0014,0.0031,0.0684,0,0,0.0156,0.0078,0.0116,0.0286,0.0472,0.0372,0.0105,0.3565,0.0021,0.0039,0.2607,0.0176,0.0066,0.2162,0.0764,0.041,0.0359,0.0252,0.0124,0.0291,0.1987,0.0215,5e-04,0.0014,0.6504,0.0246,0.0303,0.0401,0.0267,0.0406,0.0055,0.0022,0,5e-04,0,0.0048,0.0501,3e-04,0.0306,0.0306,9e-04,0.0145,0.0081,0.105,0.0078,0.0123,0.0219,0.2102,0.1862,0.0369,0.4909,0.0303,0.0401,0.0387,0.0378,0.031,0.0319,0.0628,0.0094,0.0068,0.0036,0.3194,0.3208,0.3293,0.0967,0.113,0.089,0.0348,0.7316,0.0754,0.1054,0.1061,0.1856,0.0182,0.0435,0.0436,0.0927,0.0073,0.0046,0.4465,0.5011
