delta,t2,w2,s2,b2,p2
0.01,0.0122095808383234,0.0146586826347305,0.0116467065868263,0.0168562874251497,0.0127664670658683
0.02,0.0045748502994012,0.00559281437125749,0.00515568862275449,0.00665269461077844,0.00479640718562874
0.03,0.00205988023952096,0.00262275449101796,0.00267664670658683,0.00287425149700599,0.0021377245508982
0.04,0.000772455089820359,0.00110778443113772,0.00140718562874251,0.00110179640718563,0.000796407185628743
0.05,0.000359281437125749,0.000461077844311377,0.000808383233532934,0.000532934131736527,0.000377245508982036
0.06,0.00011377245508982,0.000137724550898204,0.000449101796407186,0.000155688622754491,0.00011377245508982
0.07,4.19161676646707e-05,4.79041916167665e-05,0.000221556886227545,8.38323353293413e-05,4.79041916167665e-05
0.08,4.79041916167665e-05,5.98802395209581e-05,0.000149700598802395,6.58682634730539e-05,4.79041916167665e-05
0.09,5.98802395209581e-06,1.19760479041916e-05,7.78443113772455e-05,1.19760479041916e-05,5.98802395209581e-06
0.1,0,1.19760479041916e-05,3.59281437125749e-05,0,0
