delta,t2,w2,s2,b2,p2
0.01,0.0228982035928144,0.0217125748502994,0.0157365269461078,0.030185628742515,0.0227544910179641
0.02,0.0177365269461078,0.0163892215568862,0.0116946107784431,0.0237005988023952,0.0176706586826347
0.03,0.0135089820359281,0.0125508982035928,0.00931736526946108,0.018311377245509,0.0134191616766467
0.04,0.00950299401197605,0.00878443113772455,0.00690419161676647,0.013251497005988,0.00949700598802395
0.05,0.00756287425149701,0.00711976047904192,0.00541916167664671,0.0103233532934132,0.00753892215568862
0.06,0.00539520958083832,0.0048562874251497,0.00370658682634731,0.00767065868263473,0.00534131736526946
0.07,0.00379640718562874,0.00361077844311377,0.00281437125748503,0.00539520958083832,0.00376047904191617
0.08,0.00310778443113772,0.00286826347305389,0.00201796407185629,0.0042874251497006,0.00308982035928144
0.09,0.00190419161676647,0.00174251497005988,0.00140718562874251,0.00281437125748503,0.0018562874251497
0.1,0.00168263473053892,0.00147904191616766,0.00122754491017964,0.00225748502994012,0.00165868263473054
