delta,t2,w2,s2,b2,p2
0.01,0.00585029940119761,0.0138083832335329,0.0217305389221557,0.00638323353293413,0.00592215568862275
0.02,0.00116167664670659,0.00355688622754491,0.00779640718562874,0.00123952095808383,0.00115568862275449
0.03,0.000269461077844311,0.00104790419161677,0.00322754491017964,0.000287425149700599,0.000275449101796407
0.04,3.59281437125749e-05,0.000281437125748503,0.000904191616766467,4.19161676646707e-05,4.19161676646707e-05
0.05,0,5.38922155688623e-05,0.000251497005988024,0,0
0.06,5.98802395209581e-06,1.79640718562874e-05,7.78443113772455e-05,5.98802395209581e-06,5.98802395209581e-06
0.07,0,0,1.19760479041916e-05,0,0
0.08,0,0,0,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
