delta,t2,w2,s2,b2,p2
0.01,0.0116646706586826,0.0137185628742515,0.0217544910179641,0.0126826347305389,0.0113053892215569
0.02,0.00394610778443114,0.00504790419161677,0.0105089820359281,0.00427544910179641,0.00383832335329341
0.03,0.00124550898203593,0.00181437125748503,0.00510179640718563,0.00140718562874251,0.00120359281437126
0.04,0.000377245508982036,0.000730538922155689,0.00273652694610778,0.000419161676646707,0.000353293413173653
0.05,8.38323353293413e-05,0.000239520958083832,0.00121556886227545,9.58083832335329e-05,8.38323353293413e-05
0.06,2.9940119760479e-05,5.38922155688623e-05,0.000455089820359281,2.9940119760479e-05,2.9940119760479e-05
0.07,0,1.79640718562874e-05,0.000167664670658683,0,0
0.08,5.98802395209581e-06,0,4.19161676646707e-05,5.98802395209581e-06,5.98802395209581e-06
0.09,0,0,4.19161676646707e-05,0,0
0.1,0,0,0,0,0
