delta,t2,w2,s2,b2,p2
0.01,0.0201197604790419,0.0209101796407186,0.0212694610778443,0.0234670658682635,0.0201317365269461
0.02,0.0140359281437126,0.0144730538922156,0.015497005988024,0.0164311377245509,0.0141137724550898
0.03,0.0091497005988024,0.00926347305389221,0.0106407185628743,0.0106167664670659,0.0091377245508982
0.04,0.00552095808383234,0.00570059880239521,0.00720958083832335,0.00652095808383234,0.00552095808383234
0.05,0.0037185628742515,0.0035688622754491,0.0048562874251497,0.0044311377245509,0.00370059880239521
0.06,0.00253293413173653,0.00235928143712575,0.00317964071856287,0.00297604790419162,0.00252694610778443
0.07,0.00144311377245509,0.00134730538922156,0.00204191616766467,0.00163473053892216,0.00145508982035928
0.08,0.000862275449101796,0.000964071856287425,0.00151497005988024,0.00111976047904192,0.000892215568862276
0.09,0.000502994011976048,0.000520958083832335,0.000898203592814371,0.000592814371257485,0.00051497005988024
0.1,0.000245508982035928,0.000275449101796407,0.000568862275449102,0.000329341317365269,0.000245508982035928
