delta,t2,w2,s2,b2,p2
0.01,0.0196407185628743,0.0194011976047904,0.0139640718562874,0.0260538922155689,0.0181317365269461
0.02,0.0123233532934132,0.0121916167664671,0.00901197604790419,0.0163892215568862,0.0112994011976048
0.03,0.00789820359281437,0.00761676646706587,0.00585029940119761,0.0103892215568862,0.00705988023952096
0.04,0.00416766467065868,0.0042874251497006,0.00365269461077844,0.0058562874251497,0.0037125748502994
0.05,0.00274850299401198,0.00275449101796407,0.00260479041916168,0.00374850299401198,0.00249700598802395
0.06,0.00126946107784431,0.00149700598802395,0.00145508982035928,0.00195209580838323,0.00118562874251497
0.07,0.0010059880239521,0.00092814371257485,0.00111377245508982,0.00138323353293413,0.000880239520958084
0.08,0.000485029940119761,0.000491017964071856,0.000580838323353293,0.000670658682634731,0.000419161676646707
0.09,0.000335329341317365,0.000341317365269461,0.000449101796407186,0.000479041916167665,0.000305389221556886
0.1,0.000119760479041916,0.000131736526946108,0.000245508982035928,0.00018562874251497,0.00011377245508982
