delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.00601197604790419,0.00792215568862275,0.0171137724550898,0.00698203592814371,0.00605389221556886,0.00388023952095808,0.00533532934131737,0.013940119760479,0.00502395209580838,0.00401197604790419
0.02,0.0117065868263473,0.0147185628742515,0.0239520958083832,0.0134730538922156,0.0118862275449102,0.00664071856287425,0.00889820359281437,0.0178443113772455,0.00846706586826347,0.00683832335329341
0.03,0.0202215568862275,0.0238802395209581,0.0370718562874251,0.0232814371257485,0.0204550898203593,0.011814371257485,0.0148862275449102,0.0260538922155689,0.0146287425149701,0.0120778443113772
0.04,0.0349880239520958,0.038940119760479,0.0515449101796407,0.0397425149700599,0.0354131736526946,0.0208383233532934,0.0236167664670659,0.0359580838323353,0.0256167664670659,0.0213473053892216
0.05,0.0573532934131737,0.0618862275449102,0.0737904191616766,0.0642574850299401,0.0579520958083832,0.0360718562874252,0.0391017964071856,0.0520479041916168,0.0432694610778443,0.0367125748502994
0.06,0.0868502994011976,0.0905748502994012,0.099125748502994,0.0971556886227545,0.0875209580838324,0.0565688622754491,0.0592874251497006,0.0702455089820359,0.066622754491018,0.0572335329341317
0.07,0.12888622754491,0.131568862275449,0.136820359281437,0.143233532934132,0.129538922155689,0.0873892215568862,0.0897065868263473,0.0993712574850299,0.101862275449102,0.0882634730538922
0.08,0.183676646706587,0.185826347305389,0.178197604790419,0.200808383233533,0.184586826347305,0.131041916167665,0.131407185628743,0.131724550898204,0.149778443113772,0.132125748502994
0.09,0.246796407185629,0.246317365269461,0.224604790419162,0.266928143712575,0.247562874251497,0.182898203592814,0.181245508982036,0.171640718562874,0.206077844311377,0.184
0.1,0.321712574850299,0.318832335329341,0.283874251497006,0.345209580838323,0.322437125748503,0.24597005988024,0.241994011976048,0.220910179640719,0.273940119760479,0.247089820359281
