delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0270179640718563,0.0409640718562874,0.0368922155688623,0.0298383233532934,0.0307065868263473,0.0193652694610778,0.0311676646706587,0.0284790419161677,0.0237964071856287,0.0232335329341317
0.02,0.0590538922155689,0.0731137724550898,0.0622994011976048,0.066311377245509,0.0650778443113772,0.0426526946107784,0.0540059880239521,0.0474251497005988,0.051814371257485,0.048437125748503
0.03,0.103347305389222,0.118047904191617,0.0934550898203593,0.114778443113772,0.112670658682635,0.0736586826347305,0.0863233532934132,0.069125748502994,0.0915568862275449,0.0833832335329341
0.04,0.170011976047904,0.186329341317365,0.136017964071856,0.186383233532934,0.183580838323353,0.122802395209581,0.136622754491018,0.0992934131736527,0.150916167664671,0.137269461077844
0.05,0.265562874251497,0.275916167664671,0.196994011976048,0.287161676646707,0.283347305389222,0.198814371257485,0.212275449101796,0.147874251497006,0.239688622754491,0.218958083832335
0.06,0.375532934131737,0.382047904191617,0.268988023952096,0.400964071856287,0.394940119760479,0.295293413173653,0.304940119760479,0.207341317365269,0.345317365269461,0.318910179640719
0.07,0.495053892215569,0.493826347305389,0.349658682634731,0.522041916167665,0.51259880239521,0.408754491017964,0.411922155688623,0.279556886227545,0.463712574850299,0.433233532934132
0.08,0.607377245508982,0.59740119760479,0.43474251497006,0.63540119760479,0.62314371257485,0.521245508982036,0.516748502994012,0.358059880239521,0.577047904191617,0.543431137724551
0.09,0.70759880239521,0.691844311377246,0.515383233532934,0.732329341317365,0.71974251497006,0.630461077844311,0.615473053892216,0.435431137724551,0.682287425149701,0.649209580838323
0.1,0.785407185628743,0.769065868263473,0.594892215568862,0.808754491017964,0.794646706586826,0.718317365269461,0.702586826347305,0.517035928143713,0.764179640718563,0.733586826347306
