delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0170059880239521,0.0233353293413174,0.0151676646706587,0.0236526946107784,0.0216167664670659,0.0116107784431138,0.0164251497005988,0.0114491017964072,0.0199041916167665,0.0155688622754491
0.02,0.0341736526946108,0.0475329341317365,0.0295868263473054,0.0491796407185629,0.0451077844311377,0.0207964071856287,0.032059880239521,0.0217544910179641,0.0390479041916168,0.0300179640718563
0.03,0.0695808383233533,0.0930239520958084,0.0598562874251497,0.0955988023952096,0.0896407185628743,0.0446586826347305,0.0651976047904192,0.0454910179640719,0.0775928143712575,0.0628383233532934
0.04,0.128586826347305,0.159077844311377,0.101526946107784,0.169658682634731,0.153359281437126,0.0871916167664671,0.11602994011976,0.0794550898203593,0.141556886227545,0.111808383233533
0.05,0.205988023952096,0.245796407185629,0.161670658682635,0.261610778443114,0.235910179640719,0.147898203592814,0.186431137724551,0.129946107784431,0.222718562874252,0.179119760479042
0.06,0.308,0.352730538922156,0.239904191616767,0.374035928143713,0.340065868263473,0.235664670658683,0.280910179640719,0.199700598802395,0.327832335329341,0.271994011976048
0.07,0.413694610778443,0.460449101796407,0.331287425149701,0.484197604790419,0.446760479041916,0.331646706586826,0.382868263473054,0.28359880239521,0.435065868263473,0.371425149700599
0.08,0.517676646706587,0.562712574850299,0.425089820359282,0.584688622754491,0.546311377245509,0.435550898203593,0.487185628742515,0.373640718562874,0.536215568862276,0.47288622754491
0.09,0.615221556886228,0.659532934131737,0.526784431137725,0.67488622754491,0.641724550898204,0.541203592814371,0.591047904191617,0.473706586826347,0.632395209580838,0.575251497005988
0.1,0.690203592814371,0.730712574850299,0.60997005988024,0.740413173652695,0.713095808383234,0.625167664670659,0.672467065868263,0.559467065868263,0.703748502994012,0.655305389221557
