delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.00374850299401198,0.00286826347305389,0.00305988023952096,0.00717365269461078,0.00444910179640719,0.00254491017964072,0.00167664670658683,0.00232335329341317,0.0072934131736527,0.00320958083832335
0.02,0.00504790419161677,0.00395808383233533,0.00403592814371258,0.00962275449101796,0.0059940119760479,0.00296407185628743,0.0019940119760479,0.00289221556886228,0.0082814371257485,0.00392215568862275
0.03,0.00706586826347305,0.00555089820359282,0.00519161676646707,0.0133353293413174,0.00805389221556886,0.00394610778443114,0.00263473053892216,0.00353293413173653,0.0102335329341317,0.00513173652694611
0.04,0.00946107784431138,0.00725149700598802,0.00666467065868264,0.0176706586826347,0.0106646706586826,0.00492814371257485,0.00329940119760479,0.00446706586826347,0.012940119760479,0.00623353293413174
0.05,0.0123652694610778,0.00951497005988024,0.00901796407185629,0.0229101796407186,0.0140838323353293,0.00661676646706587,0.00410179640718563,0.00549700598802395,0.0165928143712575,0.00819760479041916
0.06,0.016814371257485,0.0121197604790419,0.0111796407185629,0.0300778443113772,0.0181736526946108,0.00889221556886228,0.00539520958083832,0.00692814371257485,0.0218862275449102,0.0103832335329341
0.07,0.0219461077844311,0.0157544910179641,0.0146826347305389,0.0383353293413174,0.0234311377245509,0.0115748502994012,0.00691616766467066,0.00884431137724551,0.028059880239521,0.0133353293413174
0.08,0.027874251497006,0.0203053892215569,0.0177604790419162,0.0491197604790419,0.0295928143712575,0.0153293413173653,0.00920359281437126,0.0111137724550898,0.0350718562874252,0.017497005988024
0.09,0.035622754491018,0.0253952095808383,0.0224790419161677,0.0591976047904192,0.0373233532934132,0.0202335329341317,0.0114431137724551,0.0138562874251497,0.0439101796407186,0.0220299401197605
0.1,0.0445748502994012,0.0319880239520958,0.0280181318451009,0.0746347305389222,0.0467724550898204,0.0256467065868263,0.0147125748502994,0.0175869316582734,0.0553952095808383,0.0279041916167665
