delta,t1,w1,s1,b1,p1,t2,w2,s2,b2,p2
0.01,0.0520838323353294,0.0867844311377245,0.0850538922155689,0.0520119760479042,0.0575808383233533,0.0354850299401198,0.0652095808383234,0.0672754491017964,0.0388982035928144,0.0411916167664671
0.02,0.192736526946108,0.240634730538922,0.200245508982036,0.196431137724551,0.201682634730539,0.145574850299401,0.191329341317365,0.16262874251497,0.157706586826347,0.155766467065868
0.03,0.418413173652695,0.461550898203593,0.37385628742515,0.426017964071856,0.429065868263473,0.349059880239521,0.39597005988024,0.320616766467066,0.36874251497006,0.362365269461078
0.04,0.631461077844311,0.667005988023952,0.562508982035928,0.639748502994012,0.63948502994012,0.567676646706587,0.60888622754491,0.508341317365269,0.587353293413174,0.579299401197605
0.05,0.767323353293413,0.793431137724551,0.708550898203593,0.772778443113772,0.772706586826347,0.722359281437126,0.754904191616767,0.663305389221557,0.736317365269461,0.730395209580838
0.06,0.844461077844311,0.863808383233533,0.806029940119761,0.846976047904192,0.848814371257485,0.814479041916168,0.838161676646707,0.774838323353293,0.824029940119761,0.820718562874252
0.07,0.891083832335329,0.904335329341317,0.862101796407186,0.892209580838323,0.894455089820359,0.867916167664671,0.885449101796407,0.839826347305389,0.874508982035928,0.872604790419162
0.08,0.92377245508982,0.932544910179641,0.896766467065868,0.92477245508982,0.92611377245509,0.904640718562874,0.917305389221557,0.880556886227545,0.910646706586826,0.908377245508982
0.09,0.948616766467066,0.955293413173653,0.926389221556886,0.949706586826347,0.950526946107784,0.933233532934132,0.943904191616766,0.912994011976048,0.938179640718563,0.936323353293413
0.1,0.967323353293413,0.971053892215569,0.947562874251497,0.968431137724551,0.968574850299401,0.956191616766467,0.963035928143712,0.936592814371257,0.959862275449102,0.95814371257485
