delta,t2,w2,s2,b2,p2
0.01,0.00160479041916168,0.00250898203592814,0.00197604790419162,0.00321556886227545,0.00197604790419162
0.02,0.000778443113772455,0.0011377245508982,0.000910179640718563,0.00160479041916168,0.000946107784431138
0.03,0.000341317365269461,0.000455089820359281,0.000479041916167665,0.00070059880239521,0.000377245508982036
0.04,0.000101796407185629,0.000167664670658683,0.000227544910179641,0.000275449101796407,0.00011377245508982
0.05,6.58682634730539e-05,7.78443113772455e-05,0.000107784431137725,0.00011377245508982,6.58682634730539e-05
0.06,1.19760479041916e-05,1.19760479041916e-05,4.79041916167665e-05,4.19161676646707e-05,2.39520958083832e-05
0.07,2.39520958083832e-05,3.59281437125749e-05,4.19161676646707e-05,4.79041916167665e-05,3.59281437125749e-05
0.08,5.98802395209581e-06,0,5.98802395209581e-06,1.79640718562874e-05,5.98802395209581e-06
0.09,5.98802395209581e-06,1.79640718562874e-05,1.19760479041916e-05,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,0,0,0
