delta,t2,w2,s2,b2,p2
0.01,0.00037125748502994,0.00180838323353293,0.004,0.000395209580838323,0.000377245508982036
0.02,9.58083832335329e-05,0.000473053892215569,0.00131736526946108,0.00011377245508982,0.00011377245508982
0.03,5.98802395209581e-06,0.000227544910179641,0.000574850299401198,1.19760479041916e-05,5.98802395209581e-06
0.04,0,2.39520958083832e-05,0.000179640718562874,0,0
0.05,0,1.79640718562874e-05,8.38323353293413e-05,0,0
0.06,0,5.98802395209581e-06,4.19161676646707e-05,0,0
0.07,0,0,0,0,0
0.08,0,0,0,0,0
0.09,0,0,1.19760479041916e-05,0,0
0.1,0,0,1.19760479041916e-05,0,0
