delta,t2,w2,s2,b2,p2
0.01,0.000502994011976048,0.00192814371257485,0.00531736526946108,0.000622754491017964,0.000550898203592814
0.02,7.18562874251497e-05,0.000437125748502994,0.00201796407185629,8.98203592814371e-05,7.78443113772455e-05
0.03,5.98802395209581e-06,9.58083832335329e-05,0.000790419161676647,5.98802395209581e-06,5.98802395209581e-06
0.04,0,2.9940119760479e-05,0.000239520958083832,0,0
0.05,0,0,0.00011377245508982,0,0
0.06,0,0,4.19161676646707e-05,0,0
0.07,0,0,5.98802395209581e-06,0,0
0.08,0,0,1.19760479041916e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
