delta,t2,w2,s2,b2,p2
0.01,0.000718562874251497,0.00149700598802395,0.00197005988023952,0.00110778443113772,0.000826347305389222
0.02,0.000155688622754491,0.000449101796407186,0.000808383233532934,0.000251497005988024,0.000191616766467066
0.03,5.38922155688623e-05,0.000179640718562874,0.000437125748502994,8.38323353293413e-05,5.98802395209581e-05
0.04,2.39520958083832e-05,9.58083832335329e-05,0.000167664670658683,2.39520958083832e-05,2.9940119760479e-05
0.05,5.98802395209581e-06,3.59281437125749e-05,0.000125748502994012,1.19760479041916e-05,5.98802395209581e-06
0.06,0,5.98802395209581e-06,5.38922155688623e-05,0,0
0.07,0,0,2.39520958083832e-05,0,0
0.08,0,0,1.79640718562874e-05,0,0
0.09,0,0,1.19760479041916e-05,5.98802395209581e-06,0
0.1,0,0,1.19760479041916e-05,0,0
