delta,t2,w2,s2,b2,p2
0.01,0.00276646706586826,0.00192814371257485,0.00210179640718563,0.00592215568862275,0.00304191616766467
0.02,0.0021377245508982,0.00148502994011976,0.00152694610778443,0.00467065868263473,0.00237724550898204
0.03,0.00150299401197605,0.0011497005988024,0.00123353293413174,0.00322754491017964,0.00164071856287425
0.04,0.00102994011976048,0.000772455089820359,0.000916167664670659,0.00234131736526946,0.00113173652694611
0.05,0.000736526946107784,0.000491017964071856,0.000544910179640719,0.0017125748502994,0.000856287425149701
0.06,0.000491017964071856,0.000359281437125749,0.000419161676646707,0.00116167664670659,0.000592814371257485
0.07,0.000353293413173653,0.000239520958083832,0.00029940119760479,0.000850299401197605,0.000419161676646707
0.08,0.000263473053892216,0.000167664670658683,0.000149700598802395,0.000616766467065868,0.000305389221556886
0.09,0.000131736526946108,0.000101796407185629,0.000179640718562874,0.000293413173652695,0.000161676646706587
0.1,0.000161676646706587,0.000107784431137725,0.000137724550898204,0.000323353293413174,0.000161676646706587
