delta,t2,w2,s2,b2,p2
0.01,0.00192215568862275,0.00205988023952096,0.00280239520958084,0.0028562874251497,0.00187425149700599
0.02,0.000874251497005988,0.000880239520958084,0.00138922155688623,0.0012814371257485,0.000856287425149701
0.03,0.000329341317365269,0.000377245508982036,0.000754491017964072,0.000532934131736527,0.000323353293413174
0.04,0.000131736526946108,0.000131736526946108,0.000347305389221557,0.000179640718562874,0.000131736526946108
0.05,4.79041916167665e-05,7.18562874251497e-05,0.000221556886227545,7.78443113772455e-05,4.79041916167665e-05
0.06,1.19760479041916e-05,2.39520958083832e-05,0.00011377245508982,1.79640718562874e-05,1.19760479041916e-05
0.07,5.98802395209581e-06,5.98802395209581e-06,7.18562874251497e-05,5.98802395209581e-06,5.98802395209581e-06
0.08,0,5.98802395209581e-06,3.59281437125749e-05,0,0
0.09,0,0,5.98802395209581e-06,0,0
0.1,0,0,5.98802395209581e-06,0,0
