delta,t2,w2,s2,b2,p2
0.01,0.00225149700598802,0.00264071856287425,0.00680239520958084,0.00272455089820359,0.00225748502994012
0.02,0.00106586826347305,0.00121556886227545,0.00420958083832335,0.00124550898203593,0.00105988023952096
0.03,0.000449101796407186,0.000574850299401198,0.00258083832335329,0.000616766467065868,0.000461077844311377
0.04,0.000155688622754491,0.000251497005988024,0.00137125748502994,0.000209580838323353,0.000161676646706587
0.05,0.00011377245508982,0.000119760479041916,0.000934131736526946,0.000155688622754491,0.00011377245508982
0.06,4.79041916167665e-05,7.18562874251497e-05,0.000413173652694611,5.98802395209581e-05,4.79041916167665e-05
0.07,3.59281437125749e-05,3.59281437125749e-05,0.000317365269461078,4.19161676646707e-05,3.59281437125749e-05
0.08,0,0,0.000137724550898204,5.98802395209581e-06,0
0.09,0,0,4.19161676646707e-05,5.98802395209581e-06,0
0.1,5.98802395209581e-06,5.98802395209581e-06,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
