delta,t2,w2,s2,b2,p2
0.01,0.00139520958083832,0.00213173652694611,0.00156287425149701,0.0031377245508982,0.00177245508982036
0.02,0.000455089820359281,0.000670658682634731,0.000646706586826347,0.0010059880239521,0.000532934131736527
0.03,0.000197604790419162,0.000311377245508982,0.000275449101796407,0.000419161676646707,0.000245508982035928
0.04,7.18562874251497e-05,0.000107784431137725,0.000149700598802395,0.000179640718562874,9.58083832335329e-05
0.05,3.59281437125749e-05,4.19161676646707e-05,6.58682634730539e-05,7.18562874251497e-05,3.59281437125749e-05
0.06,5.98802395209581e-06,1.79640718562874e-05,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.07,1.19760479041916e-05,1.19760479041916e-05,2.9940119760479e-05,1.19760479041916e-05,1.19760479041916e-05
0.08,0,0,2.39520958083832e-05,0,0
0.09,0,0,0,0,0
0.1,0,0,5.98802395209581e-06,0,0
