delta,t2,w2,s2,b2,p2
0.01,0.00113173652694611,0.0024251497005988,0.0034311377245509,0.00156287425149701,0.00125748502994012
0.02,0.000275449101796407,0.000592814371257485,0.00119161676646707,0.00044311377245509,0.000311377245508982
0.03,6.58682634730539e-05,0.000149700598802395,0.000389221556886228,0.00011377245508982,7.78443113772455e-05
0.04,4.19161676646707e-05,7.78443113772455e-05,0.000197604790419162,4.19161676646707e-05,4.19161676646707e-05
0.05,5.98802395209581e-06,1.79640718562874e-05,9.58083832335329e-05,1.19760479041916e-05,5.98802395209581e-06
0.06,0,0,2.39520958083832e-05,0,0
0.07,0,0,3.59281437125749e-05,5.98802395209581e-06,5.98802395209581e-06
0.08,0,0,5.98802395209581e-06,0,0
0.09,0,0,0,0,0
0.1,0,0,0,0,0
