delta,t2,w2,s2,b2,p2
0.01,0.000868263473053892,0.00177245508982036,0.00259880239520958,0.00130538922155689,0.00101796407185629
0.02,0.000233532934131737,0.000431137724550898,0.0010059880239521,0.000323353293413174,0.000245508982035928
0.03,2.9940119760479e-05,8.38323353293413e-05,0.000419161676646707,5.38922155688623e-05,3.59281437125749e-05
0.04,5.98802395209581e-06,2.9940119760479e-05,0.000197604790419162,1.19760479041916e-05,1.19760479041916e-05
0.05,0,5.98802395209581e-06,0.000101796407185629,0,0
0.06,0,5.98802395209581e-06,4.19161676646707e-05,0,0
0.07,0,0,4.79041916167665e-05,0,0
0.08,0,5.98802395209581e-06,1.19760479041916e-05,0,0
0.09,0,0,1.19760479041916e-05,0,0
0.1,0,0,5.98802395209581e-06,0,0
