delta,t2,w2,s2,b2,p2
0.01,0.00932335329341317,0.0112694610778443,0.0183353293413174,0.0101916167664671,0.00906586826347305
0.02,0.00306586826347305,0.00412574850299401,0.00882634730538922,0.00337724550898204,0.00298802395209581
0.03,0.000946107784431138,0.00140718562874251,0.00419760479041916,0.00106586826347305,0.000946107784431138
0.04,0.000275449101796407,0.000520958083832335,0.00223952095808383,0.000329341317365269,0.000281437125748503
0.05,6.58682634730539e-05,0.00018562874251497,0.000940119760479042,7.78443113772455e-05,7.18562874251497e-05
0.06,2.9940119760479e-05,4.79041916167665e-05,0.000365269461077844,2.9940119760479e-05,2.9940119760479e-05
0.07,0,1.79640718562874e-05,0.000137724550898204,0,0
0.08,5.98802395209581e-06,0,2.39520958083832e-05,5.98802395209581e-06,5.98802395209581e-06
0.09,0,0,4.19161676646707e-05,0,0
0.1,0,0,0,0,0
