delta,t2,w2,s2,b2,p2
0.01,0.00994610778443114,0.0119640718562874,0.00921556886227545,0.0140658682634731,0.0104610778443114
0.02,0.00367664670658683,0.00443712574850299,0.00410179640718563,0.00541916167664671,0.00389820359281437
0.03,0.00162275449101796,0.00209580838323353,0.00206586826347305,0.00236526946107784,0.0017185628742515
0.04,0.000646706586826347,0.00088622754491018,0.00107185628742515,0.000868263473053892,0.000688622754491018
0.05,0.00025748502994012,0.000359281437125749,0.000604790419161677,0.00044311377245509,0.000269461077844311
0.06,5.38922155688623e-05,0.000107784431137725,0.000305389221556886,0.000137724550898204,5.98802395209581e-05
0.07,3.59281437125749e-05,4.19161676646707e-05,0.000179640718562874,5.38922155688623e-05,3.59281437125749e-05
0.08,2.9940119760479e-05,4.79041916167665e-05,0.000131736526946108,5.38922155688623e-05,2.9940119760479e-05
0.09,5.98802395209581e-06,1.19760479041916e-05,5.98802395209581e-05,5.98802395209581e-06,5.98802395209581e-06
0.1,0,5.98802395209581e-06,2.39520958083832e-05,0,0
