delta,t2,w2,s2,b2,p2
0.01,0.0164730538922156,0.016940119760479,0.0176047904191617,0.0195089820359281,0.0165029940119761
0.02,0.0115748502994012,0.0119161676646707,0.0125748502994012,0.013562874251497,0.0116047904191617
0.03,0.0072814371257485,0.00747305389221557,0.00835928143712575,0.00887425149700599,0.0072874251497006
0.04,0.00449700598802395,0.00456287425149701,0.00558083832335329,0.0052814371257485,0.00450299401197605
0.05,0.00287425149700599,0.0028562874251497,0.00383233532934132,0.00352095808383234,0.0028622754491018
0.06,0.00198802395209581,0.00191017964071856,0.00250299401197605,0.00239520958083832,0.002
0.07,0.00113173652694611,0.00108383233532934,0.00150898203592814,0.00139520958083832,0.00113173652694611
0.08,0.000664670658682635,0.000736526946107784,0.00118562874251497,0.000832335329341317,0.000670658682634731
0.09,0.000377245508982036,0.000419161676646707,0.000694610778443114,0.000491017964071856,0.000389221556886228
0.1,0.000197604790419162,0.000221556886227545,0.000401197604790419,0.000233532934131737,0.000191616766467066
