delta,t2,w2,s2,b2,p2
0.01,0.00519161676646707,0.00835329341317365,0.0105449101796407,0.00626946107784431,0.00541317365269461
0.02,0.00143712574850299,0.00276646706586826,0.00410778443113772,0.00176047904191617,0.00149101796407186
0.03,0.000502994011976048,0.00119161676646707,0.00207784431137725,0.000646706586826347,0.000520958083832335
0.04,0.000167664670658683,0.000598802395209581,0.0011377245508982,0.000215568862275449,0.000173652694610778
0.05,7.78443113772455e-05,0.000335329341317365,0.000808383233532934,0.000125748502994012,8.38323353293413e-05
0.06,1.79640718562874e-05,0.00011377245508982,0.000311377245508982,2.9940119760479e-05,2.39520958083832e-05
0.07,1.19760479041916e-05,0.000101796407185629,0.00018562874251497,1.79640718562874e-05,1.79640718562874e-05
0.08,0,2.39520958083832e-05,0.00018562874251497,0,0
0.09,5.98802395209581e-06,1.79640718562874e-05,0.000107784431137725,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,7.18562874251497e-05,0,0
