delta,t2,w2,s2,b2,p2
0.01,0.0151137724550898,0.0181377245508982,0.016185628742515,0.0200778443113772,0.0154610778443114
0.02,0.00778443113772455,0.00902994011976048,0.00911377245508982,0.0102694610778443,0.00789820359281437
0.03,0.00360479041916168,0.00444311377245509,0.00510179640718563,0.00498802395209581,0.00367664670658683
0.04,0.00180239520958084,0.00218562874251497,0.00289820359281437,0.00247305389221557,0.00183832335329341
0.05,0.00081437125748503,0.00109580838323353,0.00170658682634731,0.00118562874251497,0.000832335329341317
0.06,0.000401197604790419,0.000532934131736527,0.000976047904191617,0.000568862275449102,0.000407185628742515
0.07,0.000197604790419162,0.000335329341317365,0.000622754491017964,0.000335329341317365,0.000203592814371258
0.08,0.000107784431137725,0.000131736526946108,0.000341317365269461,0.000137724550898204,0.000107784431137725
0.09,3.59281437125749e-05,5.38922155688623e-05,0.000149700598802395,4.79041916167665e-05,3.59281437125749e-05
0.1,5.98802395209581e-06,1.79640718562874e-05,6.58682634730539e-05,1.19760479041916e-05,5.98802395209581e-06
