delta,t2,w2,s2,b2,p2
0.01,0.0239820359281437,0.0245868263473054,0.0240778443113772,0.0273293413173653,0.0239640718562874
0.02,0.0168203592814371,0.0171916167664671,0.0176826347305389,0.019251497005988,0.0167544910179641
0.03,0.0109221556886228,0.0111077844311377,0.0120299401197605,0.0126766467065868,0.0109041916167665
0.04,0.00665868263473054,0.00692814371257485,0.00816766467065868,0.00773652694610779,0.00665269461077844
0.05,0.00456287425149701,0.00448502994011976,0.00573053892215569,0.0052814371257485,0.0045748502994012
0.06,0.00305389221556886,0.00291017964071856,0.00374251497005988,0.00369461077844311,0.00301197604790419
0.07,0.00165868263473054,0.00174251497005988,0.0024251497005988,0.00197604790419162,0.00166467065868263
0.08,0.00116167664670659,0.00117964071856287,0.00178443113772455,0.00137724550898204,0.00116167664670659
0.09,0.000622754491017964,0.000670658682634731,0.00111976047904192,0.000730538922155689,0.000610778443113772
0.1,0.000341317365269461,0.000359281437125749,0.000670658682634731,0.000419161676646707,0.000341317365269461
