delta,t2,w2,s2,b2,p2
0.01,0.0205449101796407,0.0219820359281437,0.0331137724550898,0.0218922155688623,0.0205868263473054
0.02,0.0118622754491018,0.0125868263473054,0.0213053892215569,0.0125928143712575,0.011874251497006
0.03,0.00650898203592815,0.0072934131736527,0.0141197604790419,0.00711377245508982,0.00655688622754491
0.04,0.00326347305389222,0.00376047904191617,0.00874850299401198,0.00359281437125749,0.00327544910179641
0.05,0.00170059880239521,0.00202395209580838,0.00532934131736527,0.0018502994011976,0.00168862275449102
0.06,0.00081437125748503,0.0010059880239521,0.00291616766467066,0.000970059880239521,0.000808383233532934
0.07,0.000491017964071856,0.000592814371257485,0.00208982035928144,0.000526946107784431,0.000491017964071856
0.08,0.000203592814371258,0.000239520958083832,0.000916167664670659,0.000221556886227545,0.000203592814371258
0.09,0.000107784431137725,0.000131736526946108,0.000550898203592814,0.000107784431137725,0.000107784431137725
0.1,2.39520958083832e-05,2.9940119760479e-05,0.000281437125748503,2.39520958083832e-05,2.39520958083832e-05
