delta,t2,w2,s2,b2,p2
0.01,0.0232874251497006,0.0230119760479042,0.0171317365269461,0.029814371257485,0.0212395209580838
0.02,0.0146467065868263,0.0146167664670659,0.0113473053892216,0.0190538922155689,0.0132155688622754
0.03,0.0092874251497006,0.00916766467065868,0.00720359281437126,0.0120059880239521,0.00850898203592814
0.04,0.00520958083832335,0.00532934131736527,0.00472455089820359,0.00697604790419162,0.0045688622754491
0.05,0.00332335329341317,0.00338922155688623,0.0031377245508982,0.00445508982035928,0.00301796407185629
0.06,0.00167065868263473,0.00187425149700599,0.00193413173652695,0.0024251497005988,0.00146706586826347
0.07,0.00117365269461078,0.00119760479041916,0.00136526946107784,0.00166467065868263,0.00107784431137725
0.08,0.000580838323353293,0.000604790419161677,0.000730538922155689,0.000808383233532934,0.000520958083832335
0.09,0.000395209580838323,0.000437125748502994,0.000562874251497006,0.000562874251497006,0.00037125748502994
0.1,0.000155688622754491,0.000179640718562874,0.000353293413173653,0.000221556886227545,0.000143712574850299
