delta,t2,w2,s2,b2,p2
0.01,0.00795209580838323,0.012125748502994,0.0140179640718563,0.0092874251497006,0.00804790419161677
0.02,0.00235329341317365,0.00405389221556886,0.00561676646706587,0.00274850299401198,0.00240119760479042
0.03,0.000832335329341317,0.00174850299401198,0.00280239520958084,0.000958083832335329,0.000832335329341317
0.04,0.000335329341317365,0.000940119760479042,0.00156287425149701,0.000401197604790419,0.000341317365269461
0.05,0.000155688622754491,0.000526946107784431,0.000994011976047904,0.000167664670658683,0.000155688622754491
0.06,4.19161676646707e-05,0.000209580838323353,0.000479041916167665,4.79041916167665e-05,4.19161676646707e-05
0.07,1.79640718562874e-05,0.000155688622754491,0.000293413173652695,3.59281437125749e-05,1.79640718562874e-05
0.08,0,4.19161676646707e-05,0.00025748502994012,0,0
0.09,5.98802395209581e-06,5.98802395209581e-05,0.000149700598802395,5.98802395209581e-06,5.98802395209581e-06
0.1,0,0,9.58083832335329e-05,0,0
