delta,t2,w2,s2,b2,p2
0.01,0.0147245508982036,0.0167784431137725,0.0144011976047904,0.0196467065868263,0.0150479041916168
0.02,0.00572455089820359,0.00652095808383234,0.00676646706586826,0.00774850299401198,0.0058562874251497
0.03,0.00249700598802395,0.00305389221556886,0.00365269461077844,0.00340718562874252,0.00254491017964072
0.04,0.000904191616766467,0.00126347305389222,0.00188622754491018,0.00134131736526946,0.000952095808383234
0.05,0.000473053892215569,0.000574850299401198,0.00111377245508982,0.000604790419161677,0.000491017964071856
0.06,0.000137724550898204,0.000173652694610778,0.000598802395209581,0.000215568862275449,0.000137724550898204
0.07,6.58682634730539e-05,7.18562874251497e-05,0.000353293413173653,9.58083832335329e-05,6.58682634730539e-05
0.08,5.38922155688623e-05,7.78443113772455e-05,0.000221556886227545,7.18562874251497e-05,5.38922155688623e-05
0.09,5.98802395209581e-06,1.79640718562874e-05,0.00011377245508982,2.39520958083832e-05,5.98802395209581e-06
0.1,0,1.19760479041916e-05,5.98802395209581e-05,5.98802395209581e-06,0
