delta,t2,w2,s2,b2,p2
0.01,0.027125748502994,0.0259101796407186,0.0184910179640719,0.0348203592814371,0.0269101796407186
0.02,0.020874251497006,0.0196047904191617,0.0138862275449102,0.0272035928143713,0.0206946107784431
0.03,0.0161077844311377,0.0150239520958084,0.0110838323353293,0.0210299401197605,0.0159700598802395
0.04,0.0115868263473054,0.0107425149700599,0.00827544910179641,0.0153173652694611,0.0113892215568862
0.05,0.00906586826347305,0.0084311377245509,0.00651497005988024,0.0120239520958084,0.00898203592814371
0.06,0.00674251497005988,0.00608383233532934,0.0045688622754491,0.00897604790419162,0.00665868263473054
0.07,0.00461077844311377,0.00436526946107784,0.00339520958083832,0.00631137724550898,0.00447904191616767
0.08,0.00370059880239521,0.00351497005988024,0.00250898203592814,0.00505389221556886,0.00368263473053892
0.09,0.00240119760479042,0.00217365269461078,0.00174850299401198,0.00344910179640719,0.00235329341317365
0.1,0.0020059880239521,0.00186826347305389,0.00150299401197605,0.00263473053892216,0.00196407185628743
